INSTRUMENT,SYMBOL,EXPIRY_DT,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd
FUTSTK,ASIANPAINT,29-Aug-24,2949.6,2998.4,2938.0,2963.15,2964.25,2950.75,2946.05,2963.15,2853800,352600,6846,4068691080.0,5862
FUTSTK,ASIANPAINT,26-Sep-24,2965.0,3012.0,2957.0,2978.85,2980.0,2967.65,2946.05,2978.85,129600,-2800,288,172115220.0,247
FUTSTK,ASTRAL,25-Jul-24,2248.65,2264.0,2225.05,2250.4,2250.0,2255.1,2272.1,2250.4,2975636,-3670,5094,4196800112.55,4463
FUTSTK,ASTRAL,29-Aug-24,2240.4,2261.95,2227.8,2248.15,2251.3,2258.1,2272.1,2248.15,445905,215796,1739,1433382761.7,1374
FUTSTK,ASTRAL,26-Sep-24,2246.95,2260.8,2234.95,2255.45,2255.0,2264.6,2272.1,2255.45,15047,3670,24,19748710.4,18
FUTSTK,ATUL,25-Jul-24,7150.0,7170.0,6863.0,6967.95,6890.0,7148.95,6948.1,6967.95,1023500,-26100,18231,12793003915.0,14213
FUTSTK,ATUL,29-Aug-24,7185.2,7198.6,6918.8,7020.55,6940.0,7186.15,6948.1,7020.55,291500,217200,4748,3349258635.0,3720
FUTSTK,ATUL,26-Sep-24,7195.0,7206.65,6975.3,7065.1,7042.65,7195.0,6948.1,7065.1,6900,1800,35,24869670.0,32
FUTSTK,AUBANK,25-Jul-24,635.55,638.1,627.0,634.5,635.0,635.7,633.65,634.5,22088000,-829000,6104,3864337950.0,5495
FUTSTK,AUBANK,29-Aug-24,625.0,625.0,615.0,621.25,622.0,623.6,633.65,621.25,5811000,1238000,2714,1684307850.0,2364
FUTSTK,AUBANK,26-Sep-24,619.0,619.9,611.0,618.55,619.65,617.95,633.65,618.55,492000,27000,88,54209250.0,73
FUTSTK,AUROPHARMA,25-Jul-24,1337.8,1353.5,1326.55,1331.1,1332.0,1339.1,1330.8,1331.1,13300650,-525250,5228,3850168850.0,4487
FUTSTK,AUROPHARMA,29-Aug-24,1328.0,1360.5,1328.0,1340.05,1338.65,1346.05,1330.8,1340.05,995500,364100,1907,1412642275.0,1696
FUTSTK,AUROPHARMA,26-Sep-24,1344.85,1360.65,1344.8,1346.5,1346.5,1352.9,1330.8,1346.5,35750,3850,38,28299150.0,30
FUTSTK,AXISBANK,25-Jul-24,1305.4,1307.8,1290.8,1294.3,1296.35,1311.45,1292.3,1294.3,42621250,-2128125,21389,17372548843.75,18104
FUTSTK,AXISBANK,29-Aug-24,1315.15,1316.0,1299.35,1302.7,1304.1,1320.45,1292.3,1302.7,4913125,1326250,5308,4338934093.75,4676
FUTSTK,AXISBANK,26-Sep-24,1317.9,1322.25,1308.0,1310.55,1311.85,1328.85,1292.3,1310.55,118125,-1250,68,55881906.25,59
FUTSTK,BAJAJ-AUTO,25-Jul-24,9635.05,9677.3,9332.2,9372.4,9333.2,9630.1,9386.05,9372.4,2108025,-111975,11403,8128839667.5,9572
FUTSTK,BAJAJ-AUTO,29-Aug-24,9689.25,9732.15,9400.0,9441.7,9400.0,9691.9,9386.05,9441.7,229800,79650,2578,1848694117.5,2021
FUTSTK,BAJAJ-AUTO,26-Sep-24,9780.0,9780.0,9486.95,9506.05,9486.95,9754.3,9386.05,9506.05,13725,1275,69,49711871.25,66
FUTSTK,BAJAJFINSV,25-Jul-24,1656.75,1658.75,1635.95,1639.4,1639.4,1651.45,1640.2,1639.4,11879000,-798000,7088,5832055925.0,6232
FUTSTK,BAJAJFINSV,29-Aug-24,1665.0,1669.65,1647.45,1650.45,1650.0,1662.8,1640.2,1650.45,983500,213500,1466,1214796100.0,1335
FUTSTK,BAJAJFINSV,26-Sep-24,1670.0,1679.0,1662.0,1662.55,1663.05,1672.85,1640.2,1662.55,60000,5000,63,52539725.0,55
FUTSTK,BAJFINANCE,25-Jul-24,7129.65,7129.65,6918.1,6933.7,6920.0,7128.05,6932.4,6933.7,8643875,-299000,15337,13419823881.25,12966
FUTSTK,BAJFINANCE,29-Aug-24,7157.95,7169.9,6963.45,6980.4,6970.0,7175.75,6932.4,6980.4,1375250,594375,7725,6806252262.5,6826
FUTSTK,BAJFINANCE,26-Sep-24,7224.4,7224.4,7020.0,7029.45,7023.2,7224.4,6932.4,7029.45,74875,18375,232,205492243.75,226
FUTSTK,BALKRISIND,25-Jul-24,3135.1,3170.9,3092.6,3137.75,3135.55,3169.05,3139.65,3137.75,2022900,-110700,2124,1995290610.0,1885
FUTSTK,BALKRISIND,29-Aug-24,3170.1,3185.85,3111.0,3157.85,3153.3,3184.85,3139.65,3157.85,180600,99600,628,593547885.0,535
FUTSTK,BALKRISIND,26-Sep-24,3163.95,3185.45,3130.0,3185.45,3185.45,3200.9,3139.65,3183.3,3300,900,9,8525640.0,9
FUTSTK,BALRAMCHIN,25-Jul-24,446.0,446.5,437.0,440.45,441.85,449.3,441.55,440.45,7275200,-550400,344,242905040.0,316
FUTSTK,BALRAMCHIN,29-Aug-24,449.05,449.5,442.0,443.15,444.1,452.0,441.55,443.15,2352000,-51200,32,22791360.0,31
FUTSTK,BALRAMCHIN,26-Sep-24,0.0,0.0,0.0,454.15,454.15,454.15,441.55,447.7,86400,0,0,0.0,0
FUTSTK,BANDHANBNK,25-Jul-24,195.5,196.49,188.2,191.88,190.5,196.16,192.46,191.88,74051600,-4572400,1714,923378288.0,1454
FUTSTK,BANDHANBNK,29-Aug-24,194.52,195.68,190.1,191.26,191.0,196.52,192.46,191.26,33208000,-551600,198,106587432.0,173
FUTSTK,BANDHANBNK,26-Sep-24,194.51,195.5,191.0,192.01,191.29,197.9,192.46,192.01,1288000,-53200,19,10251724.0,17
FUTSTK,BANKBARODA,25-Jul-24,255.95,257.55,248.55,250.35,248.85,256.4,250.6,250.35,149526000,-5996250,11617,8588214911.25,10074
FUTSTK,BANKBARODA,29-Aug-24,258.3,259.2,250.4,252.1,250.4,258.0,250.6,252.1,20524725,5814900,5022,3738642716.25,4428
FUTSTK,BANKBARODA,26-Sep-24,258.85,260.55,253.0,253.95,253.0,260.4,250.6,253.95,1409850,172575,111,83240966.25,106
FUTSTK,BATAINDIA,25-Jul-24,1532.05,1540.85,1517.95,1522.15,1521.0,1534.55,1523.75,1522.15,3137625,-238125,2808,1607608181.25,2476
FUTSTK,BATAINDIA,29-Aug-24,1530.65,1539.0,1516.1,1520.25,1517.0,1532.95,1523.75,1520.25,700875,116625,1208,690596062.5,998
FUTSTK,BATAINDIA,26-Sep-24,1538.05,1547.7,1525.35,1532.0,1532.0,1542.15,1523.75,1532.0,43125,375,27,15542493.75,25
FUTSTK,BEL,25-Jul-24,310.8,317.35,305.7,306.5,306.2,314.35,306.3,306.5,107128650,-7358700,21345,18846847650.0,18513
FUTSTK,BEL,29-Aug-24,312.2,318.7,307.1,307.95,307.7,315.85,306.3,307.95,44083800,8473050,9004,7985848770.0,8128
FUTSTK,BEL,26-Sep-24,314.55,320.6,309.5,310.3,310.3,318.25,306.3,310.3,3465600,330600,440,392503710.0,423
FUTSTK,BERGEPAINT,25-Jul-24,520.1,529.95,520.05,523.3,522.25,521.55,523.75,523.3,17924280,-502920,3744,2599143888.0,3471
FUTSTK,BERGEPAINT,29-Aug-24,518.5,526.0,518.0,519.7,518.15,518.4,523.75,519.7,2760120,551760,1621,1117734420.0,1470
FUTSTK,BERGEPAINT,26-Sep-24,519.5,522.5,517.4,517.7,517.7,516.25,523.75,517.7,232320,17160,41,28139562.0,40
FUTSTK,BHARATFORG,25-Jul-24,1617.45,1633.45,1576.35,1579.5,1579.9,1626.6,1579.4,1579.5,7480500,-452500,4460,3572434225.0,3979
FUTSTK,BHARATFORG,29-Aug-24,1634.75,1644.0,1587.05,1590.4,1592.5,1636.65,1579.4,1590.4,955000,345500,1353,1088475950.0,1198
FUTSTK,BHARATFORG,26-Sep-24,1646.75,1650.0,1598.05,1600.3,1599.3,1646.75,1579.4,1600.3,45000,6000,67,54350375.0,58
FUTSTK,BHARTIARTL,25-Jul-24,1477.55,1478.0,1455.0,1463.0,1465.0,1483.6,1461.75,1463.0,37262800,-2549800,16555,11510710363.75,13370
FUTSTK,BHARTIARTL,29-Aug-24,1475.9,1480.25,1456.9,1465.2,1468.0,1485.75,1461.75,1465.2,5413100,1717125,5904,4107467713.75,4332
FUTSTK,BHARTIARTL,26-Sep-24,1481.0,1489.5,1467.0,1474.15,1478.0,1494.4,1461.75,1474.15,88825,-950,59,41396986.25,56
FUTSTK,BHEL,25-Jul-24,307.3,308.35,292.65,293.8,293.15,309.2,294.1,293.8,67738125,-3990000,17688,13837261200.0,15348
FUTSTK,BHEL,29-Aug-24,308.75,310.1,294.6,295.8,295.3,311.3,294.1,295.8,16227750,4328625,6064,4778486606.25,5350
FUTSTK,BHEL,26-Sep-24,310.0,311.5,296.75,297.75,297.75,313.45,294.1,297.75,1808625,333375,359,284503800.0,353
FUTSTK,BIOCON,25-Jul-24,344.5,344.5,334.05,335.2,335.2,344.25,335.2,335.2,40707500,-1785000,4590,3889356000.0,3556
FUTSTK,BIOCON,29-Aug-24,344.65,346.4,336.9,337.7,337.65,346.35,335.2,337.7,10402500,2567500,2316,1976166875.0,1614
FUTSTK,BIOCON,26-Sep-24,346.6,348.8,339.4,339.7,339.6,349.25,335.2,339.7,627500,75000,99,85000375.0,90
FUTSTK,BOSCHLTD,25-Jul-24,34986.4,34996.75,33850.05,33973.15,33918.4,34943.3,34073.65,33973.15,276025,-6050,2178,1861152435.0,1869
FUTSTK,BOSCHLTD,29-Aug-24,34585.0,34585.0,33443.9,33536.5,33511.0,34549.45,34073.65,33536.5,44175,9475,1024,864431296.25,881
FUTSTK,BOSCHLTD,26-Sep-24,34050.0,34050.0,33301.0,33336.85,33750.15,34678.35,34073.65,33336.85,2325,450,43,36302663.75,33
FUTSTK,BPCL,25-Jul-24,317.25,319.0,302.35,304.05,305.1,318.15,303.8,304.05,57762000,-5808600,16318,9006988770.0,14003
FUTSTK,BPCL,29-Aug-24,318.6,319.7,304.5,306.05,307.3,320.15,303.8,306.05,15418800,4348800,6079,3387742920.0,5020
FUTSTK,BPCL,26-Sep-24,321.15,321.15,303.0,308.35,309.75,322.2,303.8,308.35,496800,135000,278,156150720.0,240
FUTSTK,BRITANNIA,25-Jul-24,5897.55,5973.9,5852.05,5877.65,5880.8,5890.95,5878.05,5877.65,2321800,-132200,3722,4399131670.0,3378
FUTSTK,BRITANNIA,29-Aug-24,5866.1,5935.0,5820.55,5844.5,5839.05,5852.8,5878.05,5844.5,250800,115200,1114,1307662610.0,1047
FUTSTK,BRITANNIA,26-Sep-24,5885.0,5955.0,5870.0,5888.7,5888.7,5882.25,5878.05,5888.7,14000,4400,53,62626070.0,46
FUTSTK,BSOFT,25-Jul-24,755.0,760.6,722.1,724.75,724.0,749.3,723.9,724.75,8836000,-1090000,6772,5022650600.0,6125
FUTSTK,BSOFT,29-Aug-24,763.0,764.0,726.7,729.75,729.65,753.65,723.9,729.75,1884000,467000,2308,1721454250.0,2109
FUTSTK,BSOFT,26-Sep-24,765.0,768.75,733.0,734.45,734.55,758.95,723.9,734.45,112000,44000,78,58567150.0,64
FUTSTK,CANBK,25-Jul-24,115.0,116.98,112.41,112.93,112.6,116.17,112.89,112.93,257708250,-20682000,11540,8891349682.5,10158
FUTSTK,CANBK,29-Aug-24,115.91,117.69,113.3,113.82,113.44,116.89,112.89,113.82,46905750,11974500,4842,3758348565.0,4355
FUTSTK,CANBK,26-Sep-24,116.56,117.34,114.12,114.53,114.22,117.62,112.89,114.53,2173500,357750,94,73298992.5,90
FUTSTK,CANFINHOME,25-Jul-24,876.45,882.2,843.35,848.75,850.95,878.0,849.3,848.75,5597475,-141375,3761,3140882062.5,3238
FUTSTK,CANFINHOME,29-Aug-24,882.7,885.8,849.0,853.7,854.0,883.35,849.3,853.7,723450,252525,839,705291746.25,787
FUTSTK,CANFINHOME,26-Sep-24,872.0,873.7,858.25,858.25,858.25,888.2,849.3,861.1,37050,15600,18,15248171.25,16
FUTSTK,CHAMBLFERT,25-Jul-24,514.55,518.65,487.85,490.65,491.55,513.55,490.65,490.65,8933800,-649800,3645,3468320990.0,3368
FUTSTK,CHAMBLFERT,29-Aug-24,516.6,519.4,489.65,492.45,494.0,514.3,490.65,492.45,1751800,353400,1245,1189387555.0,1135
FUTSTK,CHAMBLFERT,26-Sep-24,518.85,529.65,493.05,495.75,494.65,509.45,490.65,495.75,62700,0,16,15450325.0,16
FUTSTK,CHOLAFIN,25-Jul-24,1453.3,1456.0,1422.95,1426.2,1427.55,1450.8,1426.7,1426.2,7870000,-245000,2355,2112980250.0,2125
FUTSTK,CHOLAFIN,29-Aug-24,1462.9,1468.4,1432.0,1434.4,1436.15,1459.8,1426.7,1434.4,858750,158750,799,721697125.0,762
FUTSTK,CHOLAFIN,26-Sep-24,1467.1,1467.1,1438.0,1441.0,1438.0,1467.1,1426.7,1441.0,18125,5000,14,12712500.0,14
FUTSTK,CIPLA,25-Jul-24,1509.15,1509.15,1480.05,1484.65,1486.45,1511.3,1485.5,1484.65,9379500,-737100,3506,3395901957.5,2989
FUTSTK,CIPLA,29-Aug-24,1506.0,1506.0,1477.5,1481.45,1481.25,1507.85,1485.5,1481.45,1427400,672100,1580,1526602187.5,1280
FUTSTK,CIPLA,26-Sep-24,1508.5,1509.05,1488.0,1488.75,1490.0,1518.85,1485.5,1488.75,46150,15600,45,43747665.0,45
FUTSTK,COALINDIA,25-Jul-24,505.55,505.75,486.55,487.55,487.5,505.6,488.0,487.55,42795900,-3473400,9080,9397499580.0,7856
FUTSTK,COALINDIA,29-Aug-24,504.25,504.25,485.0,486.05,486.35,504.25,488.0,486.05,11392500,3011400,3054,3148779060.0,2694
FUTSTK,COALINDIA,26-Sep-24,502.0,503.75,488.6,489.15,489.55,507.15,488.0,489.15,354900,90300,123,127365210.0,119
FUTSTK,COFORGE,25-Jul-24,5977.55,6095.5,5905.2,5931.95,5908.1,5982.15,5983.6,5931.95,1821150,-55500,8243,7414063665.0,7049
FUTSTK,COFORGE,29-Aug-24,5978.15,6025.0,5828.5,5864.6,5834.05,5925.5,5983.6,5864.6,501450,95100,2595,2309940600.0,2402
FUTSTK,COFORGE,26-Sep-24,5948.0,5996.0,5825.15,5838.7,5825.15,5899.05,5983.6,5838.7,21450,1350,70,62065417.5,66
FUTSTK,COLPAL,25-Jul-24,3101.0,3158.85,3085.25,3120.0,3123.75,3132.85,3120.95,3120.0,3152800,-12250,2889,3155176552.5,2342
FUTSTK,COLPAL,29-Aug-24,3116.25,3171.65,3109.45,3138.5,3139.0,3148.5,3120.95,3138.5,501900,175350,904,992379132.5,675
FUTSTK,COLPAL,26-Sep-24,3160.0,3160.0,3160.0,3160.0,3160.0,3160.0,3120.95,3164.35,3500,350,1,1106000.0,1
FUTSTK,CONCOR,25-Jul-24,1043.7,1043.7,1007.55,1011.35,1008.5,1043.7,1010.95,1011.35,16680000,-1146000,5932,6073615250.0,5223
FUTSTK,CONCOR,29-Aug-24,1047.45,1047.45,1011.75,1015.45,1012.0,1047.45,1010.95,1015.45,4281000,1085000,2816,2893704250.0,2515
FUTSTK,CONCOR,26-Sep-24,1044.25,1051.0,1019.2,1020.25,1019.2,1053.35,1010.95,1020.25,226000,17000,86,88874600.0,79
FUTSTK,COROMANDEL,25-Jul-24,1591.8,1608.15,1560.4,1591.8,1591.1,1598.2,1595.4,1591.8,3596600,-144900,1709,1898263815.0,1566
FUTSTK,COROMANDEL,29-Aug-24,1570.0,1583.25,1537.0,1567.05,1568.95,1575.75,1595.4,1567.05,1377600,109900,564,617314985.0,535
FUTSTK,COROMANDEL,26-Sep-24,1550.95,1576.95,1545.9,1576.95,1576.95,1553.95,1595.4,1617.6,17500,3500,5,5457900.0,5
FUTSTK,CROMPTON,25-Jul-24,434.0,437.0,422.4,427.6,427.25,431.5,427.9,427.6,21990600,-2154600,4523,3494477430.0,4011
FUTSTK,CROMPTON,29-Aug-24,435.9,439.2,425.75,430.9,430.8,433.8,427.9,430.9,2194200,1074600,1549,1203136830.0,1283
FUTSTK,CROMPTON,26-Sep-24,435.75,436.1,430.0,432.0,432.0,437.2,427.9,433.85,77400,-1800,6,4681620.0,6
FUTSTK,CUB,25-Jul-24,156.48,158.71,154.31,155.59,155.6,159.16,155.69,155.59,20580000,-4145000,2282,1782074100.0,1883
FUTSTK,CUB,29-Aug-24,158.0,158.68,154.21,155.5,155.0,159.02,155.69,155.5,8990000,2750000,1072,836694900.0,763
FUTSTK,CUB,26-Sep-24,159.8,159.8,155.5,156.39,156.4,159.97,155.69,156.39,480000,25000,18,14135750.0,18
FUTSTK,CUMMINSIND,25-Jul-24,3801.55,3833.95,3556.55,3566.4,3560.0,3787.45,3559.45,3566.4,4571700,64500,7035,7720695570.0,6463
FUTSTK,CUMMINSIND,29-Aug-24,3818.25,3853.2,3577.0,3585.6,3581.5,3809.55,3559.45,3585.6,457500,186300,1975,2169900825.0,1814
FUTSTK,CUMMINSIND,26-Sep-24,3838.0,3838.0,3597.7,3600.95,3600.0,3800.0,3559.45,3600.95,30600,9300,75,82327605.0,67
FUTSTK,DABUR,25-Jul-24,644.6,646.75,633.3,634.2,634.25,644.15,632.9,634.2,15181250,-402500,2692,2150482875.0,2449
FUTSTK,DABUR,29-Aug-24,646.6,650.0,637.55,638.45,638.0,648.15,632.9,638.45,832500,252500,581,466921875.0,518
FUTSTK,DABUR,26-Sep-24,648.3,651.0,643.3,643.3,643.3,652.85,632.9,643.3,63750,-2500,17,13750937.5,14
FUTSTK,DALBHARAT,25-Jul-24,1945.0,1948.0,1802.0,1815.25,1807.45,1922.75,1818.7,1815.25,3458950,-804100,16213,8236708452.5,13728
FUTSTK,DALBHARAT,29-Aug-24,1938.0,1950.0,1815.15,1826.15,1820.0,1935.15,1818.7,1826.15,609400,392425,4731,2416898096.25,4082
FUTSTK,DALBHARAT,26-Sep-24,1953.0,1953.0,1831.0,1838.5,1834.0,1949.8,1818.7,1838.5,27775,10725,130,66897778.75,122
FUTSTK,DEEPAKNTR,25-Jul-24,2795.05,2852.0,2768.2,2787.8,2768.2,2831.6,2791.8,2787.8,1907700,-129000,3779,3182832180.0,3527
FUTSTK,DEEPAKNTR,29-Aug-24,2801.4,2857.9,2776.1,2790.25,2776.1,2839.75,2791.8,2790.25,223200,2400,774,653539305.0,740
FUTSTK,DEEPAKNTR,26-Sep-24,2834.45,2868.9,2800.0,2809.5,2800.0,2854.8,2791.8,2809.5,17400,900,36,30563130.0,35
FUTSTK,DIVISLAB,25-Jul-24,4599.65,4599.65,4499.95,4515.85,4514.15,4596.9,4519.8,4515.85,2471600,-95400,2926,2652810560.0,2545
