INSTRUMENT,SYMBOL,EXPIRY_DT,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd
FUTIDX,NIFTYNXT50,27-Sep-24,72650.0,72689.95,70500.0,70500.0,70500.0,72950.0,71632.2,72584.05,290,100,19,13751590.0,13
FUTSTK,AARTIIND,25-Jul-24,696.8,699.35,627.65,687.55,689.85,697.15,686.9,687.55,4765000,-3261000,8748,5931316350.0,7466
FUTSTK,AARTIIND,29-Aug-24,700.95,702.8,632.0,691.05,693.0,700.9,686.9,691.05,7660000,3045000,9113,6210264050.0,7282
FUTSTK,AARTIIND,26-Sep-24,702.95,702.95,640.0,695.65,696.1,705.4,686.9,695.65,176000,37000,185,125909500.0,155
FUTSTK,ABB,25-Jul-24,7734.75,7813.4,7040.95,7493.65,7502.25,7716.65,7503.05,7493.65,792375,-270500,10324,9686305656.25,9524
FUTSTK,ABB,29-Aug-24,7782.4,7855.0,7056.0,7542.1,7532.05,7766.6,7503.05,7542.1,911750,340125,8555,8079369175.0,7694
FUTSTK,ABB,26-Sep-24,7848.05,7909.25,7150.45,7600.9,7603.0,7816.4,7503.05,7600.9,20375,6250,116,109768681.25,109
FUTSTK,ABBOTINDIA,25-Jul-24,27350.15,28026.2,27146.9,27748.6,27723.4,27905.65,27729.55,27748.6,63120,-38160,3244,1801038330.0,2978
FUTSTK,ABBOTINDIA,29-Aug-24,27920.0,28219.3,27200.0,27943.05,27966.3,28101.2,27729.55,27943.05,87400,37020,3013,1683709620.0,2692
FUTSTK,ABBOTINDIA,26-Sep-24,28000.0,28147.95,27727.9,27727.9,27727.9,27978.9,27729.55,28092.4,560,0,6,3359367.0,5
FUTSTK,ABCAPITAL,25-Jul-24,217.85,217.85,205.22,215.3,215.3,217.81,215.2,215.3,42870600,-7387200,3635,4198124160.0,3292
FUTSTK,ABCAPITAL,29-Aug-24,219.13,219.13,206.59,216.71,216.94,219.26,215.2,216.71,29273400,8105400,3877,4508363826.0,3462
FUTSTK,ABCAPITAL,26-Sep-24,220.53,220.53,210.0,218.37,218.1,221.15,215.2,218.37,696600,135000,49,57435588.0,47
FUTSTK,ABFRL,25-Jul-24,314.8,317.7,295.95,314.6,314.6,314.2,314.4,314.6,20880600,-6021600,6856,5545670000.0,5640
FUTSTK,ABFRL,29-Aug-24,314.15,316.75,296.75,315.5,315.8,313.8,314.4,315.5,21582600,5714800,5676,4592463590.0,4707
FUTSTK,ABFRL,26-Sep-24,313.95,314.0,301.1,313.35,313.5,310.9,314.4,313.35,400400,111800,110,88847070.0,97
FUTSTK,ACC,25-Jul-24,2655.0,2695.2,2549.45,2651.75,2645.0,2636.7,2646.5,2651.75,2014200,-966900,7103,5649763875.0,6700
FUTSTK,ACC,29-Aug-24,2661.8,2714.5,2564.85,2669.7,2661.1,2655.55,2646.5,2669.7,2632200,899700,6687,5354051115.0,6327
FUTSTK,ACC,26-Sep-24,2690.0,2732.0,2605.5,2687.25,2680.8,2678.0,2646.5,2687.25,25200,6000,51,40999470.0,47
FUTSTK,ADANIENT,25-Jul-24,3006.55,3035.0,2883.65,2992.7,2989.55,2999.2,2994.55,2992.7,9738600,-1853400,15982,14324153610.0,12084
FUTSTK,ADANIENT,29-Aug-24,3026.1,3056.2,2898.75,3011.9,3011.0,3020.0,2994.55,3011.9,7539300,1802700,15634,14103164250.0,11623
FUTSTK,ADANIENT,26-Sep-24,3052.95,3078.3,2929.0,3035.75,3034.75,3041.45,2994.55,3035.75,140700,32100,227,206217420.0,200
FUTSTK,ADANIPORTS,25-Jul-24,1467.95,1518.55,1417.15,1509.05,1508.0,1464.7,1507.4,1509.05,12530400,-5633600,31224,18543001640.0,23369
FUTSTK,ADANIPORTS,29-Aug-24,1476.95,1528.2,1427.5,1518.95,1518.55,1475.1,1507.4,1518.95,15316000,5870000,29070,17370471520.0,21945
FUTSTK,ADANIPORTS,26-Sep-24,1491.65,1538.6,1442.2,1531.05,1528.25,1486.2,1507.4,1531.05,135200,9200,345,207886100.0,296
FUTSTK,ALKEM,25-Jul-24,5244.85,5244.85,5019.85,5184.3,5186.6,5214.25,5180.5,5184.3,540200,-274400,5220,2701086435.0,4856
FUTSTK,ALKEM,29-Aug-24,5250.0,5266.75,5031.1,5214.25,5220.05,5244.5,5180.5,5214.25,1025100,275000,4627,2408730295.0,4309
FUTSTK,ALKEM,26-Sep-24,5255.4,5255.45,5247.0,5247.0,5247.0,5271.0,5180.5,5247.0,1400,100,3,1575785.0,3
FUTSTK,AMBUJACEM,25-Jul-24,679.0,693.8,662.7,690.05,690.15,686.0,691.35,690.05,14644800,-5480100,11831,7289382285.0,9313
FUTSTK,AMBUJACEM,29-Aug-24,690.95,698.55,667.4,694.8,695.3,690.8,691.35,694.8,18320400,5492700,10461,6490919520.0,8158
FUTSTK,AMBUJACEM,26-Sep-24,696.85,700.0,685.65,698.85,698.0,694.9,691.35,698.85,95400,-3600,58,36207090.0,57
FUTSTK,APOLLOHOSP,25-Jul-24,6411.5,6462.15,6321.25,6408.85,6395.2,6411.45,6403.65,6408.85,598625,-356500,5579,4471412481.25,5053
FUTSTK,APOLLOHOSP,29-Aug-24,6377.35,6497.0,6354.2,6439.05,6433.35,6445.25,6403.65,6439.05,989500,443250,5193,4184822181.25,4647
FUTSTK,APOLLOHOSP,26-Sep-24,6500.0,6508.5,6474.15,6492.8,6474.15,6500.0,6403.65,6492.8,5875,500,7,5678950.0,6
FUTSTK,APOLLOTYRE,25-Jul-24,522.8,526.95,498.5,517.1,517.4,524.2,518.6,517.1,5195200,-2453100,5236,4584270490.0,4772
FUTSTK,APOLLOTYRE,29-Aug-24,527.0,528.4,501.0,519.5,520.0,525.85,518.6,519.5,6745600,2145400,3963,3483546500.0,3714
FUTSTK,APOLLOTYRE,26-Sep-24,522.75,524.75,506.65,521.5,521.35,527.35,518.6,521.5,141100,8500,47,41420840.0,42
FUTSTK,ASHOKLEY,25-Jul-24,231.04,233.13,218.65,229.4,229.45,230.34,229.63,229.4,38690000,-12305000,9714,11116442300.0,8817
FUTSTK,ASHOKLEY,29-Aug-24,232.01,234.51,220.02,230.8,230.54,231.18,229.63,230.8,40060000,12990000,9092,10469633100.0,8452
FUTSTK,ASHOKLEY,26-Sep-24,234.65,236.0,222.0,232.19,232.4,232.91,229.63,232.19,980000,65000,149,172414350.0,144
FUTSTK,ASIANPAINT,25-Jul-24,2942.15,2951.9,2887.2,2902.2,2901.0,2941.8,2897.1,2902.2,4932400,-3623600,29748,17344960630.0,21950
FUTSTK,ASIANPAINT,29-Aug-24,2947.45,2961.85,2896.35,2919.85,2914.8,2952.05,2897.1,2919.85,9004200,2799800,26609,15575576580.0,19262
FUTSTK,ASIANPAINT,26-Sep-24,2966.6,2969.65,2915.0,2938.65,2933.75,2966.6,2897.1,2938.65,159800,24000,333,195572110.0,296
FUTSTK,ASTRAL,25-Jul-24,2274.0,2274.0,2183.0,2241.1,2235.5,2268.5,2236.55,2241.1,1198622,-726293,4860,3987907676.15,4401
FUTSTK,ASTRAL,29-Aug-24,2268.85,2270.45,2180.05,2242.85,2240.85,2263.75,2236.55,2242.85,2170071,697300,5058,4143788063.55,4569
FUTSTK,ASTRAL,26-Sep-24,2262.0,2262.0,2191.35,2236.05,2236.05,2270.0,2236.55,2265.85,22387,5872,41,33386503.8,29
FUTSTK,ATUL,25-Jul-24,7230.05,7314.1,6894.0,7272.25,7271.6,7289.25,7280.25,7272.25,437400,-253000,5914,4265051120.0,5081
FUTSTK,ATUL,29-Aug-24,7262.25,7366.05,6931.7,7322.4,7327.05,7335.85,7280.25,7322.4,643000,208900,5585,4056058005.0,4851
FUTSTK,ATUL,26-Sep-24,7275.0,7385.0,7063.5,7330.95,7330.95,7385.0,7280.25,7375.55,8100,1400,40,29179245.0,34
FUTSTK,AUBANK,25-Jul-24,654.85,661.0,646.0,658.2,658.0,657.15,656.25,658.2,12922000,-4612000,13200,8641026800.0,12318
FUTSTK,AUBANK,29-Aug-24,641.95,646.0,630.2,642.1,642.95,639.85,656.25,642.1,15525000,6231000,12426,7933601750.0,11545
FUTSTK,AUBANK,26-Sep-24,637.0,637.0,626.0,635.4,636.25,633.55,656.25,635.4,424000,10000,172,108812000.0,144
FUTSTK,AUROPHARMA,25-Jul-24,1346.15,1361.55,1319.5,1356.85,1356.05,1346.05,1357.75,1356.85,6036250,-4057900,10357,7670230177.5,7286
FUTSTK,AUROPHARMA,29-Aug-24,1357.0,1369.9,1327.65,1365.9,1367.0,1354.15,1357.75,1365.9,9282350,4105200,10981,8184784685.0,7934
FUTSTK,AUROPHARMA,26-Sep-24,1361.0,1375.25,1354.0,1374.15,1375.25,1361.0,1357.75,1374.15,70950,33000,110,82483115.0,107
FUTSTK,AXISBANK,25-Jul-24,1284.2,1291.8,1251.8,1262.0,1261.45,1284.1,1263.25,1262.0,16788125,-16055000,52621,41871692375.0,42585
FUTSTK,AXISBANK,29-Aug-24,1292.4,1300.0,1260.55,1270.35,1269.5,1292.55,1263.25,1270.35,29721250,13795000,38868,31107985031.25,29706
FUTSTK,AXISBANK,26-Sep-24,1305.95,1307.0,1269.5,1278.0,1278.75,1300.3,1263.25,1278.0,130000,24375,297,238896375.0,249
FUTSTK,BAJAJ-AUTO,25-Jul-24,9393.45,9497.95,8727.55,9384.35,9343.85,9398.6,9382.45,9384.35,1027125,-578850,18295,12790404888.75,16254
FUTSTK,BAJAJ-AUTO,29-Aug-24,9465.5,9561.45,8782.8,9445.85,9391.75,9461.2,9382.45,9445.85,1129800,451650,13235,9316052741.25,11248
FUTSTK,BAJAJ-AUTO,26-Sep-24,9527.15,9615.7,8888.0,9514.9,9445.0,9527.15,9382.45,9514.9,13650,-75,99,70060046.25,95
FUTSTK,BAJAJFINSV,25-Jul-24,1638.65,1645.6,1596.1,1616.45,1613.95,1630.6,1618.85,1616.45,4466000,-5353500,19463,15736324400.0,14692
FUTSTK,BAJAJFINSV,29-Aug-24,1650.45,1657.0,1605.95,1626.8,1623.05,1642.15,1618.85,1626.8,7547000,4464000,14862,12093342450.0,10212
FUTSTK,BAJAJFINSV,26-Sep-24,1661.0,1661.0,1621.75,1637.7,1634.0,1652.5,1618.85,1637.7,52500,-500,50,40905300.0,49
FUTSTK,BAJFINANCE,25-Jul-24,6921.25,6936.25,6610.65,6717.05,6714.95,6892.65,6727.3,6717.05,5007500,-2023250,35250,29830551950.0,30878
FUTSTK,BAJFINANCE,29-Aug-24,6969.95,6974.7,6652.0,6761.0,6755.1,6939.4,6727.3,6761.0,5215500,1974375,32638,27772595387.5,28237
FUTSTK,BAJFINANCE,26-Sep-24,7004.0,7023.2,6705.05,6808.3,6807.7,6988.95,6727.3,6808.3,148625,64625,781,668570293.75,715
FUTSTK,BALKRISIND,25-Jul-24,3163.6,3185.95,3044.05,3169.7,3174.1,3161.0,3174.75,3169.7,941400,-426600,3028,2852806695.0,2566
FUTSTK,BALKRISIND,29-Aug-24,3169.25,3202.0,3065.45,3188.8,3193.95,3178.95,3174.75,3188.8,1246800,456900,2885,2734210485.0,2533
FUTSTK,BALKRISIND,26-Sep-24,3190.25,3213.9,3120.4,3206.95,3213.9,3200.7,3174.75,3206.95,8400,4500,24,22839840.0,24
FUTSTK,BALRAMCHIN,25-Jul-24,443.55,448.65,426.8,444.35,442.5,443.3,444.0,444.35,3862400,-2662400,4363,3092856400.0,3621
FUTSTK,BALRAMCHIN,29-Aug-24,445.95,452.0,429.05,446.6,445.35,445.95,444.0,446.6,4080000,1736000,3852,2746826160.0,3008
FUTSTK,BALRAMCHIN,26-Sep-24,448.9,454.25,443.0,450.0,450.0,454.15,444.0,450.0,89600,3200,18,12920560.0,16
FUTSTK,BANDHANBNK,25-Jul-24,198.34,200.63,189.13,196.08,196.67,199.16,195.52,196.08,59956400,-6389600,3549,1948916648.0,3281
FUTSTK,BANDHANBNK,29-Aug-24,196.0,199.0,188.57,195.39,196.75,197.23,195.52,195.39,31679200,-243600,229,125486004.0,210
FUTSTK,BANDHANBNK,26-Sep-24,200.45,200.45,189.46,189.46,189.46,200.5,195.52,198.08,1254400,-19600,7,3806796.0,6
FUTSTK,BANKBARODA,25-Jul-24,253.7,254.45,243.0,251.25,251.05,253.05,251.1,251.25,90391275,-37226475,19422,14265172203.75,12819
FUTSTK,BANKBARODA,29-Aug-24,255.25,256.1,245.05,253.0,252.55,254.7,251.1,253.0,76251825,36302175,18510,13686628848.75,12050
FUTSTK,BANKBARODA,26-Sep-24,256.4,257.25,247.45,254.65,254.5,256.4,251.1,254.65,1743300,248625,232,172162282.5,187
FUTSTK,BATAINDIA,25-Jul-24,1529.8,1566.05,1495.7,1563.15,1564.25,1537.2,1561.35,1563.15,1411500,-742875,5914,3429029718.75,5174
FUTSTK,BATAINDIA,29-Aug-24,1536.0,1559.55,1464.0,1557.15,1557.05,1535.2,1561.35,1557.15,1732875,448500,5743,3316169025.0,4805
FUTSTK,BATAINDIA,26-Sep-24,1537.7,1568.5,1506.0,1566.65,1565.65,1543.6,1561.35,1566.65,55875,13500,94,54488193.75,89
FUTSTK,BEL,25-Jul-24,315.3,316.15,281.7,301.65,301.45,313.0,301.45,301.65,63161700,-23706300,38249,33102398310.0,32956
FUTSTK,BEL,29-Aug-24,316.1,317.35,282.85,302.8,303.0,314.25,301.45,302.8,91043250,26664600,35353,30703626840.0,30436
FUTSTK,BEL,26-Sep-24,317.45,318.2,285.1,305.05,305.25,316.75,301.45,305.05,5075850,1006050,1456,1265212185.0,1360
FUTSTK,BERGEPAINT,25-Jul-24,521.45,527.7,510.45,525.1,524.0,526.15,525.65,525.1,12672000,-3189120,5270,3640270458.0,4239
FUTSTK,BERGEPAINT,29-Aug-24,520.05,527.45,508.35,525.05,524.25,525.15,525.65,525.05,8055960,3387120,4919,3394903710.0,3874
FUTSTK,BERGEPAINT,26-Sep-24,520.0,530.9,519.75,524.4,523.1,523.0,525.65,524.4,248160,13200,53,36616734.0,46
FUTSTK,BHARATFORG,25-Jul-24,1624.1,1634.0,1497.6,1596.25,1591.0,1629.35,1598.7,1596.25,3631000,-1494000,8120,6481494625.0,7627
FUTSTK,BHARATFORG,29-Aug-24,1631.85,1642.8,1507.15,1604.9,1599.5,1635.75,1598.7,1604.9,4870000,1660500,8328,6679773525.0,7796
FUTSTK,BHARATFORG,26-Sep-24,1645.15,1652.8,1545.1,1614.85,1612.0,1645.15,1598.7,1614.85,59500,3500,104,84213525.0,99
FUTSTK,BHARTIARTL,25-Jul-24,1466.3,1469.6,1426.95,1463.3,1462.95,1463.8,1465.7,1463.3,18349725,-9994475,34100,23556760381.25,24410
FUTSTK,BHARTIARTL,29-Aug-24,1468.85,1471.0,1429.5,1465.8,1464.1,1466.1,1465.7,1465.8,23144850,8825025,26209,18144570030.0,17692
FUTSTK,BHARTIARTL,26-Sep-24,1471.0,1478.0,1445.15,1475.7,1474.05,1480.0,1465.7,1475.7,93100,-3325,120,83501675.0,109
FUTSTK,BHEL,25-Jul-24,304.75,314.8,282.55,307.9,308.55,304.45,307.35,307.9,37432500,-17159625,34942,27860018681.25,29738
FUTSTK,BHEL,29-Aug-24,307.15,316.45,284.25,309.6,310.1,306.1,307.35,309.6,40606125,15776250,25342,20346241125.0,22222
FUTSTK,BHEL,26-Sep-24,309.4,318.6,288.9,311.85,312.4,308.15,307.35,311.85,2226000,393750,662,533783906.25,625
FUTSTK,BIOCON,25-Jul-24,337.4,338.0,320.05,336.45,335.95,335.0,337.0,336.45,26507500,-7405000,7283,6040665500.0,6349
FUTSTK,BIOCON,29-Aug-24,339.6,340.1,322.45,338.8,338.15,337.35,337.0,338.8,22362500,5797500,6325,5282426125.0,5662
FUTSTK,BIOCON,26-Sep-24,342.0,342.0,326.4,341.35,340.5,339.7,337.0,341.35,930000,200000,191,159775625.0,163
FUTSTK,BOSCHLTD,25-Jul-24,34120.0,34418.5,33071.3,34107.15,34043.5,34158.5,34065.15,34107.15,87250,-67700,5478,4653607103.75,4966
FUTSTK,BOSCHLTD,29-Aug-24,33460.15,33929.15,32453.7,33553.55,33543.0,33539.8,34065.15,33553.55,223550,76400,5204,4353378927.5,4648
FUTSTK,BOSCHLTD,26-Sep-24,33092.9,33929.3,32900.0,33433.35,33400.0,33330.35,34065.15,33433.35,2775,50,28,23277358.75,27
FUTSTK,BPCL,25-Jul-24,312.35,312.35,295.55,305.65,305.65,308.2,306.0,305.65,33418800,-12430800,15486,8467164720.0,13643
FUTSTK,BPCL,29-Aug-24,305.0,312.8,297.65,307.6,307.6,310.3,306.0,307.6,35847000,9140400,14622,8053761780.0,12795
FUTSTK,BPCL,26-Sep-24,312.8,312.8,300.0,309.95,310.1,312.5,306.0,309.95,608400,136800,234,129606300.0,214
FUTSTK,BRITANNIA,25-Jul-24,5911.3,5993.85,5832.1,5941.55,5952.7,5892.0,5944.75,5941.55,1046000,-769600,7950,9401308120.0,7219
FUTSTK,BRITANNIA,29-Aug-24,5877.85,5959.0,5798.2,5909.45,5921.9,5859.55,5944.75,5909.45,1510400,780000,6474,7609850250.0,5787
FUTSTK,BRITANNIA,26-Sep-24,5881.0,5999.0,5831.0,5949.45,5949.5,5881.9,5944.75,5949.45,20200,5200,59,69881110.0,56
FUTSTK,BSOFT,25-Jul-24,709.6,729.95,682.0,724.6,723.95,703.95,723.65,724.6,5838000,-1093000,6608,4694304000.0,5886
FUTSTK,BSOFT,29-Aug-24,714.15,734.85,687.5,729.4,728.5,708.2,723.65,729.4,5151000,1183000,6234,4462640850.0,5388
FUTSTK,BSOFT,26-Sep-24,716.55,739.65,693.95,734.0,732.65,712.85,723.65,734.0,136000,-16000,140,100006000.0,114
FUTSTK,CANBK,25-Jul-24,114.75,115.35,108.83,113.08,112.99,114.97,112.86,113.08,165206250,-36119250,11674,8926185487.5,10371
FUTSTK,CANBK,29-Aug-24,115.33,116.07,108.2,113.74,113.7,115.69,112.86,113.74,117733500,29571750,11869,9134224132.5,10214
FUTSTK,CANBK,26-Sep-24,116.43,116.74,110.75,114.47,114.24,116.43,112.86,114.47,2706750,533250,171,131925982.5,159
FUTSTK,CANFINHOME,25-Jul-24,854.0,858.8,785.55,835.95,833.0,843.5,842.8,835.95,2833350,-605475,5193,4207235711.25,4763
FUTSTK,CANFINHOME,29-Aug-24,846.5,854.0,768.0,823.95,823.5,840.65,842.8,823.95,4539600,1775475,6301,5057374920.0,5558
FUTSTK,CANFINHOME,26-Sep-24,852.2,853.85,775.9,826.0,827.2,845.35,842.8,826.0,72150,24375,97,78450206.25,93
FUTSTK,CHAMBLFERT,25-Jul-24,509.45,524.5,462.0,488.4,484.8,511.5,486.5,488.4,5739900,-1594100,1076,1021804135.0,968
FUTSTK,CHAMBLFERT,29-Aug-24,506.0,506.0,455.0,480.65,474.35,503.35,486.5,480.65,4404200,-222300,142,129116400.0,135
FUTSTK,CHAMBLFERT,26-Sep-24,484.0,496.45,484.0,496.45,496.45,505.15,486.5,492.9,129200,-5700,3,2782455.0,3
FUTSTK,CHOLAFIN,25-Jul-24,1410.4,1424.7,1363.55,1394.8,1406.25,1402.1,1395.65,1394.8,3720000,-1716875,6198,5386303062.5,5942
FUTSTK,CHOLAFIN,29-Aug-24,1437.55,1437.55,1371.0,1403.4,1410.0,1409.8,1395.65,1403.4,4856875,1595625,5168,4517385812.5,4954
FUTSTK,CHOLAFIN,26-Sep-24,1410.0,1415.0,1400.0,1412.4,1415.0,1421.35,1395.65,1412.4,22500,2500,10,8788687.5,10
FUTSTK,CIPLA,25-Jul-24,1498.5,1503.6,1477.3,1498.65,1494.7,1492.0,1497.9,1498.65,3519750,-2878850,6836,6636755027.5,6135
FUTSTK,CIPLA,29-Aug-24,1492.55,1500.5,1473.15,1495.85,1491.25,1489.05,1497.9,1495.85,7279350,2571400,5754,5575728340.0,5191
FUTSTK,CIPLA,26-Sep-24,1494.8,1506.0,1494.8,1504.55,1504.55,1500.0,1497.9,1504.55,52000,0,13,12679127.5,13
FUTSTK,COALINDIA,25-Jul-24,494.1,495.8,464.25,486.9,486.45,491.05,486.95,486.9,22873200,-11778900,11774,11921176785.0,10072
FUTSTK,COALINDIA,29-Aug-24,492.75,494.75,462.35,485.3,484.7,489.55,486.95,485.3,28908600,9160200,9751,9842917560.0,8215
FUTSTK,COALINDIA,26-Sep-24,492.35,492.35,465.0,488.9,488.0,492.7,486.95,488.9,483000,113400,163,165072495.0,155
FUTSTK,COFORGE,25-Jul-24,6049.8,6332.9,6025.1,6194.15,6195.15,5979.4,6179.25,6194.15,1201050,-479850,22435,20870716485.0,19230
FUTSTK,COFORGE,29-Aug-24,6021.4,6334.7,5925.1,6103.1,6105.0,5854.65,6179.25,6103.1,1488600,547350,16881,15407773290.0,15110
FUTSTK,COFORGE,26-Sep-24,6100.0,6130.05,5930.0,6074.6,6074.6,5859.8,6179.25,6074.6,21750,-1050,230,208868752.5,205
FUTSTK,COLPAL,25-Jul-24,3136.35,3181.4,3085.0,3167.3,3175.1,3134.05,3168.9,3167.3,1745450,-577150,5307,5843423145.0,4840
FUTSTK,COLPAL,29-Aug-24,3158.2,3204.7,3104.0,3187.75,3204.7,3153.75,3168.9,3187.75,2160200,819700,5269,5841142772.5,4882
FUTSTK,COLPAL,26-Sep-24,3170.0,3215.0,3150.0,3200.0,3200.0,3159.45,3168.9,3200.0,9100,3500,23,25626580.0,20
FUTSTK,CONCOR,25-Jul-24,1048.4,1053.4,985.45,1028.75,1028.2,1039.65,1030.25,1028.75,9755000,-3436000,11288,11620654750.0,10059
FUTSTK,CONCOR,29-Aug-24,1036.0,1051.95,986.15,1029.65,1028.2,1040.15,1030.25,1029.65,9869000,2617000,10650,10966749100.0,9578
FUTSTK,CONCOR,26-Sep-24,1055.5,1056.1,993.0,1035.65,1033.45,1046.35,1030.25,1035.65,290000,31000,168,173653200.0,162
FUTSTK,COROMANDEL,25-Jul-24,1627.3,1630.85,1535.8,1584.05,1586.95,1617.45,1584.35,1584.05,1687000,-894600,4313,4789256780.0,4030
FUTSTK,COROMANDEL,29-Aug-24,1600.0,1601.65,1512.7,1553.85,1559.0,1587.7,1584.35,1553.85,2391200,454300,3715,4045603205.0,3577
FUTSTK,COROMANDEL,26-Sep-24,1561.0,1580.0,1503.75,1541.8,1530.2,1581.25,1584.35,1541.8,26600,9100,51,54880245.0,42
FUTSTK,CROMPTON,25-Jul-24,436.55,438.0,419.05,430.65,430.7,433.25,430.3,430.65,10031400,-5850000,7254,5583554550.0,6528
FUTSTK,CROMPTON,29-Aug-24,439.85,439.85,422.05,433.55,433.05,436.5,430.3,433.55,15202800,5315400,6186,4793721570.0,5568
FUTSTK,CROMPTON,26-Sep-24,433.5,436.5,426.1,436.05,435.6,439.85,430.3,436.05,72000,-1800,22,17135190.0,22
FUTSTK,CUB,25-Jul-24,157.41,157.62,151.99,156.92,157.15,158.01,156.91,156.92,9830000,-5145000,2465,1919885550.0,2225
FUTSTK,CUB,29-Aug-24,157.39,157.39,151.54,156.31,156.47,157.44,156.91,156.31,17835000,5320000,2344,1819869400.0,2161
FUTSTK,CUB,26-Sep-24,157.92,157.92,153.97,157.45,155.98,158.34,156.91,157.45,475000,5000,17,13295700.0,15
FUTSTK,CUMMINSIND,25-Jul-24,3647.2,3690.0,3411.0,3577.6,3589.7,3626.0,3576.85,3577.6,2631600,-954900,8370,8964234420.0,7767
FUTSTK,CUMMINSIND,29-Aug-24,3654.95,3709.85,3428.85,3600.6,3608.0,3641.95,3576.85,3600.6,2697000,1098300,8474,9124709790.0,7836
FUTSTK,CUMMINSIND,26-Sep-24,3708.0,3708.0,3462.05,3622.0,3627.75,3657.5,3576.85,3622.0,33900,4500,84,90561945.0,79
FUTSTK,DABUR,25-Jul-24,640.45,660.9,632.0,651.55,651.15,636.9,652.3,651.55,7396250,-3612500,9695,7861200750.0,8711
FUTSTK,DABUR,29-Aug-24,641.95,665.0,636.05,655.95,654.65,641.25,652.3,655.95,9508750,4011250,8208,6698714750.0,7225
FUTSTK,DABUR,26-Sep-24,648.05,669.1,641.0,659.55,658.95,641.55,652.3,659.55,70000,16250,76,62501687.5,69
FUTSTK,DALBHARAT,25-Jul-24,1769.5,1810.0,1748.0,1782.45,1781.5,1773.25,1778.45,1782.45,1785025,-759000,8079,3963754190.0,7383
FUTSTK,DALBHARAT,29-Aug-24,1785.45,1807.25,1747.2,1788.5,1788.95,1777.75,1778.45,1788.5,2514050,853050,8203,4029928485.0,7123
FUTSTK,DALBHARAT,26-Sep-24,1799.4,1820.0,1750.65,1799.45,1799.35,1790.8,1778.45,1799.45,45100,4950,117,57878218.75,107
FUTSTK,DEEPAKNTR,25-Jul-24,2856.9,2877.3,2755.65,2840.1,2838.45,2858.9,2831.95,2840.1,1493100,-75300,4571,3881774355.0,4131
FUTSTK,DEEPAKNTR,29-Aug-24,2846.75,2859.45,2738.5,2830.15,2827.15,2846.1,2831.95,2830.15,1170900,436800,3826,3231779160.0,3383
FUTSTK,DEEPAKNTR,26-Sep-24,2854.3,2867.95,2756.45,2834.95,2834.95,2863.1,2831.95,2834.95,27000,1500,30,25363995.0,29
