INSTRUMENT,SYMBOL,EXPIRY_DT,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd
FUTSTK,BALKRISIND,25-Jul-24,3136.6,3194.3,3110.2,3161.0,3146.05,3137.75,3163.65,3161.0,1368000,-654900,3658,3469827225.0,2917
FUTSTK,BALKRISIND,29-Aug-24,3149.3,3212.15,3130.65,3178.95,3164.4,3157.85,3163.65,3178.95,789900,609300,3124,2978700585.0,2464
FUTSTK,BALKRISIND,26-Sep-24,3152.0,3204.0,3152.0,3200.7,3200.7,3185.45,3163.65,3200.7,3900,600,8,7652010.0,7
FUTSTK,BALRAMCHIN,25-Jul-24,438.95,448.75,436.1,443.3,444.15,440.45,444.5,443.3,6524800,-750400,696,494596320.0,663
FUTSTK,BALRAMCHIN,29-Aug-24,445.5,450.05,445.5,445.95,445.95,443.15,444.5,447.9,2344000,-8000,9,6448720.0,9
FUTSTK,BALRAMCHIN,26-Sep-24,0.0,0.0,0.0,454.15,454.15,454.15,444.5,450.45,86400,0,0,0.0,0
FUTSTK,BANDHANBNK,25-Jul-24,189.54,200.0,189.53,199.16,197.74,191.88,197.94,199.16,66346000,-7705600,3067,1697154312.0,2952
FUTSTK,BANDHANBNK,29-Aug-24,191.95,198.49,191.95,197.23,197.26,191.26,197.94,197.23,31922800,-1285200,463,255444784.0,420
FUTSTK,BANDHANBNK,26-Sep-24,198.45,200.5,198.45,200.5,200.5,192.01,197.94,200.5,1274000,-14000,5,2794260.0,5
FUTSTK,BANKBARODA,25-Jul-24,249.3,255.8,246.25,253.05,252.8,250.35,253.0,253.05,127617750,-21908250,15961,11837848961.25,12576
FUTSTK,BANKBARODA,29-Aug-24,251.8,257.45,248.15,254.7,254.55,252.1,253.0,254.7,39949650,19424925,10572,7899395253.75,7910
FUTSTK,BANKBARODA,26-Sep-24,252.2,259.05,252.15,256.4,256.0,253.95,253.0,256.4,1494675,84825,160,119970045.0,138
FUTSTK,BATAINDIA,25-Jul-24,1511.65,1544.5,1501.7,1537.2,1535.3,1522.15,1539.65,1537.2,2154375,-983250,4620,2658365775.0,3907
FUTSTK,BATAINDIA,29-Aug-24,1510.85,1542.0,1500.3,1535.2,1533.25,1520.25,1539.65,1535.2,1284375,583500,3758,2160533756.25,3308
FUTSTK,BATAINDIA,26-Sep-24,1513.0,1548.0,1513.0,1543.6,1543.5,1532.0,1539.65,1543.6,42375,-750,25,14440331.25,23
FUTSTK,BEL,25-Jul-24,306.35,315.2,297.55,313.0,313.7,306.5,312.3,313.0,86868000,-20260650,23580,20794744845.0,20578
FUTSTK,BEL,29-Aug-24,306.25,316.35,299.0,314.25,315.0,307.95,312.3,314.25,64378650,20294850,16741,14870156580.0,14615
FUTSTK,BEL,26-Sep-24,307.3,318.5,302.0,316.75,317.25,310.3,312.3,316.75,4069800,604200,725,649651515.0,607
FUTSTK,BERGEPAINT,25-Jul-24,523.05,528.1,518.0,526.15,525.2,523.3,526.8,526.15,15861120,-2063160,3985,2760099474.0,3819
FUTSTK,BERGEPAINT,29-Aug-24,519.7,526.5,514.6,525.15,524.35,519.7,526.8,525.15,4668840,1908720,3493,2408996568.0,3257
FUTSTK,BERGEPAINT,26-Sep-24,517.7,524.3,516.25,523.0,523.0,517.7,526.8,523.0,234960,2640,29,19918272.0,28
FUTSTK,BHARATFORG,25-Jul-24,1565.0,1646.8,1550.9,1629.35,1625.0,1579.5,1625.45,1629.35,5125000,-2355500,15497,12490012475.0,14245
FUTSTK,BHARATFORG,29-Aug-24,1588.75,1654.0,1563.4,1635.75,1633.0,1590.4,1625.45,1635.75,3209500,2254500,10144,8229338250.0,9502
FUTSTK,BHARATFORG,26-Sep-24,1600.0,1659.9,1582.6,1645.15,1644.3,1600.3,1625.45,1645.15,56000,11000,84,68204425.0,80
FUTSTK,BHARTIARTL,25-Jul-24,1461.0,1472.25,1454.25,1463.8,1462.9,1463.0,1465.4,1463.8,28344200,-8918600,26739,18625670882.5,18511
FUTSTK,BHARTIARTL,29-Aug-24,1461.0,1474.0,1456.95,1466.1,1463.9,1465.2,1465.4,1466.1,14319825,8906725,22863,15951015660.0,15384
FUTSTK,BHARTIARTL,26-Sep-24,1470.15,1482.15,1470.0,1480.0,1480.0,1474.15,1465.4,1484.9,96425,7600,39,27384343.75,35
FUTSTK,BHEL,25-Jul-24,292.35,305.95,288.9,304.45,304.75,293.8,304.9,304.45,54592125,-13146000,14462,11418238781.25,12254
FUTSTK,BHEL,29-Aug-24,295.0,307.7,291.0,306.1,306.3,295.8,304.9,306.1,24829875,8602125,8680,6908852475.0,7765
FUTSTK,BHEL,26-Sep-24,294.85,309.95,293.8,308.15,308.15,297.75,304.9,308.15,1832250,23625,243,194060606.25,219
FUTSTK,BIOCON,25-Jul-24,332.25,339.05,330.0,335.0,335.5,335.2,335.35,335.0,33912500,-6795000,5766,4841046875.0,5099
FUTSTK,BIOCON,29-Aug-24,337.1,341.35,332.3,337.35,337.7,337.7,335.35,337.35,16565000,6162500,4546,3846134000.0,3997
FUTSTK,BIOCON,26-Sep-24,337.0,343.1,336.5,339.7,340.0,339.7,335.35,339.7,730000,102500,61,51959250.0,59
FUTSTK,BOSCHLTD,25-Jul-24,33814.85,34689.05,33560.0,34158.5,34120.0,33973.15,34135.6,34158.5,154950,-121075,6841,5872987890.0,5972
FUTSTK,BOSCHLTD,29-Aug-24,33100.1,34230.25,33056.9,33539.8,33530.0,33536.5,34135.6,33539.8,147150,102975,6625,5594694108.75,5762
FUTSTK,BOSCHLTD,26-Sep-24,33100.0,33828.6,33000.0,33330.35,33200.0,33336.85,34135.6,33330.35,2725,400,36,30082920.0,29
FUTSTK,BPCL,25-Jul-24,303.0,316.75,299.6,308.2,308.55,304.05,308.25,308.2,45849600,-11912400,20676,11554971750.0,16882
FUTSTK,BPCL,29-Aug-24,304.95,318.85,301.5,310.3,310.7,306.05,308.25,310.3,26706600,11287800,15035,8464183830.0,12748
FUTSTK,BPCL,26-Sep-24,308.75,320.8,303.0,312.5,312.5,308.35,308.25,312.5,471600,-25200,198,112305960.0,190
FUTSTK,BRITANNIA,25-Jul-24,5853.4,5924.0,5850.0,5892.0,5892.75,5877.65,5887.75,5892.0,1815600,-506200,4638,5452547560.0,4085
FUTSTK,BRITANNIA,29-Aug-24,5836.05,5889.15,5815.25,5859.55,5861.65,5844.5,5887.75,5859.55,730400,479600,3454,4036998970.0,3105
FUTSTK,BRITANNIA,26-Sep-24,5889.0,5914.5,5850.35,5881.9,5881.9,5888.7,5887.75,5966.0,15000,1000,14,16441720.0,14
FUTSTK,BSOFT,25-Jul-24,707.6,723.75,701.2,703.95,705.35,724.75,703.85,703.95,6931000,-1905000,7262,5162783600.0,6636
FUTSTK,BSOFT,29-Aug-24,722.1,728.25,699.75,708.2,708.6,729.75,703.85,708.2,3968000,2084000,6173,4414539850.0,5422
FUTSTK,BSOFT,26-Sep-24,720.0,738.3,710.75,712.85,713.95,734.45,703.85,712.85,152000,40000,83,59773900.0,78
FUTSTK,CANBK,25-Jul-24,112.49,115.77,110.96,114.97,114.8,112.93,114.76,114.97,201325500,-56382750,15712,12161373615.0,14168
FUTSTK,CANBK,29-Aug-24,112.87,116.45,111.8,115.69,115.55,113.82,114.76,115.69,88161750,41256000,12040,9385800277.5,11064
FUTSTK,CANBK,26-Sep-24,113.17,117.13,113.17,116.43,116.45,114.53,114.76,116.43,2173500,0,67,52575277.5,65
FUTSTK,CANFINHOME,25-Jul-24,825.15,851.0,808.35,843.5,847.25,848.75,845.25,843.5,3438825,-2158650,10031,8071561680.0,8853
FUTSTK,CANFINHOME,29-Aug-24,827.0,848.05,812.55,840.65,844.85,853.7,845.25,840.65,2764125,2040675,6051,4885904887.5,5563
FUTSTK,CANFINHOME,26-Sep-24,829.5,852.0,819.55,845.35,847.5,858.25,845.25,845.35,47775,10725,43,34926547.5,38
FUTSTK,CHAMBLFERT,25-Jul-24,489.25,520.15,479.8,511.5,512.3,490.65,509.8,511.5,7334000,-1599800,6885,6661093815.0,6325
FUTSTK,CHAMBLFERT,29-Aug-24,490.0,519.25,482.9,503.35,504.0,492.45,509.8,503.35,4626500,2874700,4810,4631022950.0,4501
FUTSTK,CHAMBLFERT,26-Sep-24,495.75,520.4,495.05,505.15,505.75,495.75,509.8,505.15,134900,72200,74,71627910.0,70
FUTSTK,CHOLAFIN,25-Jul-24,1413.9,1427.65,1389.95,1402.1,1407.1,1426.2,1403.35,1402.1,5436875,-2433125,6414,5653529625.0,5960
FUTSTK,CHOLAFIN,29-Aug-24,1426.95,1449.6,1397.95,1409.8,1414.2,1434.4,1403.35,1409.8,3261250,2402500,5546,4917298031.25,5223
FUTSTK,CHOLAFIN,26-Sep-24,1441.0,1441.0,1410.25,1421.35,1422.65,1441.0,1403.35,1421.35,20000,1875,9,8035062.5,9
FUTSTK,CIPLA,25-Jul-24,1484.6,1508.25,1472.4,1492.0,1494.55,1484.65,1490.0,1492.0,6398600,-2980900,7130,6933643665.0,6468
FUTSTK,CIPLA,29-Aug-24,1482.2,1505.0,1470.0,1489.05,1489.1,1481.45,1490.0,1489.05,4707950,3280550,6607,6415036420.0,6032
FUTSTK,CIPLA,26-Sep-24,1490.0,1512.25,1485.4,1500.0,1500.0,1488.75,1490.0,1509.8,52000,5850,27,26390845.0,23
FUTSTK,COALINDIA,25-Jul-24,487.5,496.25,483.15,491.05,491.75,487.55,491.2,491.05,34652100,-8143800,9309,9628237710.0,7536
FUTSTK,COALINDIA,29-Aug-24,486.35,494.65,482.45,489.55,490.7,486.05,491.2,489.55,19748400,8355900,6594,6803816880.0,5260
FUTSTK,COALINDIA,26-Sep-24,488.1,497.55,486.0,492.7,493.45,489.15,491.2,492.7,369600,14700,58,60089505.0,56
FUTSTK,COFORGE,25-Jul-24,5908.95,6036.9,5800.0,5979.4,5960.15,5931.95,6076.15,5979.4,1680900,-140250,21976,19626863835.0,18937
FUTSTK,COFORGE,29-Aug-24,5822.3,5943.7,5740.05,5854.65,5879.0,5864.6,6076.15,5854.65,941250,439800,11230,9853466782.5,10015
FUTSTK,COFORGE,26-Sep-24,5826.5,5923.95,5720.0,5859.8,5855.0,5838.7,6076.15,5859.8,22800,1350,65,56739697.5,55
FUTSTK,COLPAL,25-Jul-24,3130.5,3168.0,3108.35,3134.05,3132.6,3120.0,3138.0,3134.05,2322600,-830200,5883,6467600580.0,5306
FUTSTK,COLPAL,29-Aug-24,3141.7,3186.0,3127.4,3153.75,3148.05,3138.5,3138.0,3153.75,1340500,838600,4047,4474700142.5,3811
FUTSTK,COLPAL,26-Sep-24,3160.0,3190.0,3155.0,3159.45,3168.3,3160.0,3138.0,3159.45,5600,2100,11,12205812.5,10
FUTSTK,CONCOR,25-Jul-24,1001.65,1045.2,992.0,1039.65,1039.0,1011.35,1039.05,1039.65,13191000,-3489000,11901,12219623250.0,10589
FUTSTK,CONCOR,29-Aug-24,1004.2,1046.75,996.25,1040.15,1040.35,1015.45,1039.05,1040.15,7252000,2971000,7742,7975716500.0,7097
FUTSTK,CONCOR,26-Sep-24,1014.1,1051.85,1003.4,1046.35,1047.0,1020.25,1039.05,1046.35,259000,33000,132,136026950.0,123
FUTSTK,COROMANDEL,25-Jul-24,1550.3,1643.95,1550.3,1617.45,1620.7,1591.8,1612.2,1617.45,2581600,-1015000,4305,4886415590.0,4036
FUTSTK,COROMANDEL,29-Aug-24,1579.65,1616.6,1526.2,1587.7,1591.05,1567.05,1612.2,1587.7,1936900,559300,3028,3372445615.0,2820
FUTSTK,COROMANDEL,26-Sep-24,1571.0,1607.45,1561.55,1581.25,1585.25,1576.95,1612.2,1581.25,17500,0,19,21040180.0,17
FUTSTK,CROMPTON,25-Jul-24,424.3,435.4,420.0,433.25,435.3,427.6,433.7,433.25,15881400,-6109200,7715,5962776300.0,6220
FUTSTK,CROMPTON,29-Aug-24,424.75,438.5,423.5,436.5,438.05,430.9,433.7,436.5,9887400,7693200,6131,4765551210.0,4810
FUTSTK,CROMPTON,26-Sep-24,432.75,440.95,432.75,439.85,440.95,432.0,433.7,439.85,73800,-3600,11,8666190.0,11
FUTSTK,CUB,25-Jul-24,153.9,158.55,153.62,158.01,157.7,155.59,157.77,158.01,14975000,-5605000,2206,1737184400.0,2026
FUTSTK,CUB,29-Aug-24,154.63,158.1,153.35,157.44,157.16,155.5,157.77,157.44,12515000,3525000,1830,1437909150.0,1749
FUTSTK,CUB,26-Sep-24,157.8,158.95,157.8,158.34,158.44,156.39,157.77,158.34,470000,-10000,11,8713600.0,10
FUTSTK,CUMMINSIND,25-Jul-24,3522.75,3680.7,3500.6,3626.0,3608.85,3566.4,3611.7,3626.0,3586500,-985200,12809,13889859030.0,11627
FUTSTK,CUMMINSIND,29-Aug-24,3536.6,3695.25,3521.5,3641.95,3626.15,3585.6,3611.7,3641.95,1598700,1141200,7396,8058635820.0,6614
FUTSTK,CUMMINSIND,26-Sep-24,3565.0,3700.0,3565.0,3657.5,3645.0,3600.95,3611.7,3657.5,29400,-1200,47,51556230.0,45
FUTSTK,DABUR,25-Jul-24,629.0,639.55,626.6,636.9,637.55,634.2,636.65,636.9,11008750,-4172500,6166,4896454562.5,5941
FUTSTK,DABUR,29-Aug-24,629.8,643.5,629.8,641.25,641.95,638.45,636.65,641.25,5497500,4665000,5237,4186942250.0,5049
FUTSTK,DABUR,26-Sep-24,638.85,646.65,638.85,641.55,641.55,643.3,636.65,645.15,53750,-10000,14,11283750.0,13
FUTSTK,DALBHARAT,25-Jul-24,1780.15,1816.3,1769.9,1773.25,1774.3,1815.25,1771.15,1773.25,2544025,-914925,8288,4085199813.75,7378
FUTSTK,DALBHARAT,29-Aug-24,1808.55,1825.2,1775.0,1777.75,1778.0,1826.15,1771.15,1777.75,1661000,1051600,7106,3513078992.5,6408
FUTSTK,DALBHARAT,26-Sep-24,1821.45,1834.4,1790.0,1790.8,1791.0,1838.5,1771.15,1790.8,40150,12375,110,54861798.75,93
FUTSTK,DEEPAKNTR,25-Jul-24,2750.05,2870.65,2716.8,2858.9,2859.45,2787.8,2851.2,2858.9,1568400,-339300,5244,4453226025.0,4806
FUTSTK,DEEPAKNTR,29-Aug-24,2772.0,2855.0,2720.8,2846.1,2846.8,2790.25,2851.2,2846.1,734100,510900,3712,3142616880.0,3409
FUTSTK,DEEPAKNTR,26-Sep-24,2775.0,2866.35,2774.8,2863.1,2866.35,2809.5,2851.2,2863.1,25500,8100,82,69576480.0,65
