Datetime,close CE,volume CE,oi CE,COI CE,COP CE,Conclusion CE,close PE,volume PE,oi PE,COI PE,COP PE,Conclusion PE,Bullishness CE,Bullishness PE,Over All Bullishness,Cumulative Bullishness,LB CE,SB CE,LC CE,SC CE,LB PE,SB PE,LC PE,SC PE,Net_SB_call,Net_SB_put,Cumulative SB call,Cumulative SB put
05-01: 09:15,56.75,9650,48300,3100,0.8999999999999986,LB,442.05,0.0,2450.0,-50.0,-112.74999999999994,LC,0.0,-0.0,0.0,0,3100.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0,0
05-01: 09:17,55.8,4250,49500,1200,-0.9500000000000028,SB,442.05,0.0,2450.0,0.0,0.0,0,-1200.0,0.0,-1200.0,-1200,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,1200,0
05-01: 09:20,52.5,4650,47700,-1800,-3.299999999999997,LC,442.05,0.0,2450.0,0.0,0.0,0,-0.0,0.0,0.0,-1200,0.0,0.0,-1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0
05-01: 09:24,50.15,850,48650,950,-2.3500000000000014,SB,442.05,0.0,2450.0,0.0,0.0,0,-950.0,0.0,-950.0,-2150,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,2150,0
05-01: 09:26,48.5,3300,49150,500,-1.6499999999999986,SB,442.05,0.0,2450.0,0.0,0.0,0,-500.0,0.0,-500.0,-2650,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,2650,0
05-01: 09:29,48.1,650,49650,500,-0.3999999999999986,SB,442.05,0.0,2450.0,0.0,0.0,0,-500.0,0.0,-500.0,-3150,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,3150,0
05-01: 09:32,50.25,250,51150,1500,2.1499999999999986,LB,442.05,0.0,2450.0,0.0,0.0,0,0.0,0.0,0.0,-3150,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150,0
05-01: 09:35,50.55,1350,48900,-2250,0.2999999999999971,SC,442.05,0.0,2450.0,0.0,0.0,0,2250.0,0.0,2250.0,-900,0.0,0.0,0.0,-2250.0,0.0,0.0,0.0,0.0,-2250.0,0.0,900,0
05-01: 09:38,49.8,300,50700,1800,-0.75,SB,442.05,0.0,2450.0,0.0,0.0,0,-1800.0,0.0,-1800.0,-2700,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,2700,0
05-01: 09:41,48.85,200,51250,550,-0.9499999999999956,SB,442.05,0.0,2450.0,0.0,0.0,0,-550.0,0.0,-550.0,-3250,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,3250,0
05-01: 09:45,49.15,100,52550,1300,0.2999999999999971,LB,442.05,0.0,2450.0,0.0,0.0,0,0.0,0.0,0.0,-3250,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250,0
05-01: 09:47,49.65,4450,52700,150,0.5,LB,442.05,0.0,2450.0,0.0,0.0,0,0.0,0.0,0.0,-3250,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250,0
05-01: 09:49,48.8,1250,52700,0,-0.8500000000000014,0,424.5,50.0,2550.0,100.0,-17.55000000000001,SB,0.0,100.0,100.0,-3150,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3250,100
05-01: 09:50,49.2,1200,54350,1650,0.4000000000000057,LB,424.5,0.0,2550.0,0.0,0.0,0,0.0,0.0,0.0,-3150,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250,100
05-01: 09:53,50.55,2200,54250,-100,1.3499999999999943,SC,424.5,0.0,2550.0,0.0,0.0,0,100.0,0.0,100.0,-3050,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,-100.0,0.0,3150,100
05-01: 09:56,50.4,600,54300,50,-0.1499999999999985,SB,424.5,0.0,2550.0,0.0,0.0,0,-50.0,0.0,-50.0,-3100,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,3200,100
05-01: 10:02,49.8,200,54950,650,-0.6000000000000014,SB,424.5,0.0,2550.0,0.0,0.0,0,-650.0,0.0,-650.0,-3750,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,3850,100
