Datetime,close CE,volume CE,oi CE,COI CE,COP CE,Conclusion CE,close PE,volume PE,oi PE,COI PE,COP PE,Conclusion PE,Bullishness CE,Bullishness PE,Over All Bullishness,Cumulative Bullishness,LB CE,SB CE,LC CE,SC CE,LB PE,SB PE,LC PE,SC PE,Net_SB_call,Net_SB_put,Cumulative SB call,Cumulative SB put
02-02: 10:53,351.3,350,102150,-50,0.4499999999999886,SC,143.5,600.0,182600.0,-1400,-2.0,LC,50.0,-0.0,50.0,119450,0.0,0.0,0.0,-50.0,0.0,0.0,-1400.0,0.0,-50.0,0.0,-40450,79000
02-02: 10:56,356.9,450,101950,-200,5.599999999999966,SC,140.75,300.0,182950.0,350,-2.75,SB,200.0,350.0,550.0,120000,0.0,0.0,0.0,-200.0,0.0,350.0,0.0,0.0,-200.0,350.0,-40650,79350
02-02: 10:59,367.1,300,101950,0,10.200000000000044,0,136.8,800.0,183350.0,400,-3.9499999999999886,SB,0.0,400.0,400.0,120400,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0,-40650,79750
02-02: 11:00,367.25,100,102550,600,0.1499999999999772,LB,137.05,1750.0,183350.0,0,0.25,0,0.0,0.0,0.0,120400,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40650,79750
02-02: 11:02,366.9,600,102500,-50,-0.3500000000000227,LC,137.5,500.0,183650.0,300,0.4499999999999886,LB,-0.0,0.0,0.0,120400,0.0,0.0,-50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,-40650,79750
02-02: 11:05,371.25,2950,102850,350,4.350000000000023,LB,134.85,2500.0,179300.0,-4350,-2.6500000000000057,LC,0.0,-0.0,0.0,120400,350.0,0.0,0.0,0.0,0.0,0.0,-4350.0,0.0,0.0,0.0,-40650,79750
02-02: 11:08,369.9,900,102850,0,-1.3500000000000227,0,136.35,1400.0,180200.0,900,1.5,LB,0.0,0.0,0.0,120400,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,-40650,79750
02-02: 11:09,368.7,400,103050,200,-1.1999999999999886,SB,135.55,1950.0,180200.0,0,-0.799999999999983,0,-200.0,0.0,-200.0,120200,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,-40450,79750
02-02: 11:11,371.8,650,103800,750,3.1000000000000227,LB,136.05,2250.0,181150.0,950,0.5,LB,0.0,0.0,0.0,120200,750.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,-40450,79750
02-02: 11:14,393.6,6450,103000,-800,21.80000000000001,SC,129.1,7300.0,178250.0,-2900,-6.950000000000017,LC,800.0,-0.0,800.0,121000,0.0,0.0,0.0,-800.0,0.0,0.0,-2900.0,0.0,-800.0,0.0,-41250,79750
02-02: 11:17,425.0,1650,100850,-2150,31.399999999999977,SC,124.55,3300.0,178150.0,-100,-4.549999999999997,LC,2150.0,-0.0,2150.0,123150,0.0,0.0,0.0,-2150.0,0.0,0.0,-100.0,0.0,-2150.0,0.0,-43400,79750
02-02: 11:20,427.25,1200,99800,-1050,2.25,SC,123.5,7050.0,181250.0,3100,-1.0499999999999972,SB,1050.0,3100.0,4150.0,127300,0.0,0.0,0.0,-1050.0,0.0,3100.0,0.0,0.0,-1050.0,3100.0,-44450,82850
02-02: 11:23,432.5,3400,100100,300,5.25,LB,122.85,1950.0,183950.0,2700,-0.6500000000000057,SB,0.0,2700.0,2700.0,130000,300.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,2700.0,-44450,85550
02-02: 11:26,430.25,500,98900,-1200,-2.25,LC,123.25,5900.0,188600.0,4650,0.4000000000000057,LB,-0.0,0.0,0.0,130000,0.0,0.0,-1200.0,0.0,4650.0,0.0,0.0,0.0,0.0,0.0,-44450,85550
02-02: 11:29,431.95,750,98700,-200,1.6999999999999886,SC,121.2,6000.0,201900.0,13300,-2.049999999999997,SB,200.0,13300.0,13500.0,143500,0.0,0.0,0.0,-200.0,0.0,13300.0,0.0,0.0,-200.0,13300.0,-44650,98850
02-02: 11:32,443.0,1150,97400,-1300,11.050000000000011,SC,121.35,1750.0,203300.0,1400,0.1499999999999914,LB,1300.0,0.0,1300.0,144800,0.0,0.0,0.0,-1300.0,1400.0,0.0,0.0,0.0,-1300.0,0.0,-45950,98850
02-02: 11:35,447.7,100,97100,-300,4.699999999999989,SC,119.7,3150.0,204750.0,1450,-1.6499999999999917,SB,300.0,1450.0,1750.0,146550,0.0,0.0,0.0,-300.0,0.0,1450.0,0.0,0.0,-300.0,1450.0,-46250,100300
02-02: 11:38,461.25,1250,96750,-350,13.550000000000011,SC,118.0,4750.0,205500.0,750,-1.7000000000000028,SB,350.0,750.0,1100.0,147650,0.0,0.0,0.0,-350.0,0.0,750.0,0.0,0.0,-350.0,750.0,-46600,101050
02-02: 11:41,481.65,4000,97100,350,20.399999999999977,LB,118.35,7200.0,203300.0,-2200,0.3499999999999943,SC,0.0,-2200.0,-2200.0,145450,350.0,0.0,0.0,0.0,0.0,0.0,0.0,-2200.0,0.0,-2200.0,-46600,98850
02-02: 11:44,456.65,5100,99750,2650,-25.0,SB,121.0,1900.0,204450.0,1150,2.6500000000000057,LB,-2650.0,0.0,-2650.0,142800,0.0,2650.0,0.0,0.0,1150.0,0.0,0.0,0.0,2650.0,0.0,-43950,98850
02-02: 11:47,464.85,1800,110300,10550,8.200000000000045,LB,120.4,550.0,204150.0,-300,-0.5999999999999943,LC,0.0,-0.0,0.0,142800,10550.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-43950,98850
02-02: 11:50,450.0,3400,109150,-1150,-14.850000000000025,LC,120.5,2450.0,204500.0,350,0.0999999999999943,LB,-0.0,0.0,0.0,142800,0.0,0.0,-1150.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,-43950,98850
02-02: 11:53,437.4,1550,110700,1550,-12.600000000000025,SB,122.25,850.0,207000.0,2500,1.75,LB,-1550.0,0.0,-1550.0,141250,0.0,1550.0,0.0,0.0,2500.0,0.0,0.0,0.0,1550.0,0.0,-42400,98850
02-02: 11:56,455.75,950,110250,-450,18.350000000000023,SC,118.5,1400.0,208000.0,1000,-3.75,SB,450.0,1000.0,1450.0,142700,0.0,0.0,0.0,-450.0,0.0,1000.0,0.0,0.0,-450.0,1000.0,-42850,99850
02-02: 11:59,465.35,350,110250,0,9.600000000000025,0,115.5,3000.0,208700.0,700,-3.0,SB,0.0,700.0,700.0,143400,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,700.0,-42850,100550
02-02: 12:00,469.2,750,110200,-50,3.849999999999966,SC,114.0,350.0,208700.0,0,-1.5,0,50.0,0.0,50.0,143450,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,-50.0,0.0,-42900,100550
02-02: 12:02,472.3,100,110200,0,3.1000000000000227,0,114.15,1100.0,210300.0,1600,0.1500000000000056,LB,0.0,0.0,0.0,143450,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,-42900,100550
02-02: 12:03,470.6,950,111000,800,-1.6999999999999886,SB,114.0,1400.0,210300.0,0,-0.1500000000000056,0,-800.0,0.0,-800.0,142650,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,-42100,100550
02-02: 12:05,462.15,100,112150,1150,-8.450000000000045,SB,116.1,2900.0,212100.0,1800,2.0999999999999943,LB,-1150.0,0.0,-1150.0,141500,0.0,1150.0,0.0,0.0,1800.0,0.0,0.0,0.0,1150.0,0.0,-40950,100550
02-02: 12:08,451.75,750,111500,-650,-10.399999999999975,LC,118.95,3700.0,214050.0,1950,2.8500000000000085,LB,-0.0,0.0,0.0,141500,0.0,0.0,-650.0,0.0,1950.0,0.0,0.0,0.0,0.0,0.0,-40950,100550
02-02: 12:11,444.1,950,112600,1100,-7.649999999999977,SB,119.0,5950.0,215650.0,1600,0.0499999999999971,LB,-1100.0,0.0,-1100.0,140400,0.0,1100.0,0.0,0.0,1600.0,0.0,0.0,0.0,1100.0,0.0,-39850,100550
02-02: 12:14,439.3,1700,111650,-950,-4.800000000000011,LC,120.1,2450.0,207000.0,-8650,1.0999999999999943,SC,-0.0,-8650.0,-8650.0,131750,0.0,0.0,-950.0,0.0,0.0,0.0,0.0,-8650.0,0.0,-8650.0,-39850,91900
02-02: 12:17,440.45,750,111650,0,1.1499999999999773,0,121.45,2000.0,205400.0,-1600,1.3500000000000083,SC,0.0,-1600.0,-1600.0,130150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1600.0,0.0,-1600.0,-39850,90300
02-02: 12:18,446.15,650,112100,450,5.699999999999989,LB,119.8,4300.0,205400.0,0,-1.6500000000000057,0,0.0,0.0,0.0,130150,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39850,90300
02-02: 12:20,440.1,650,112450,350,-6.0499999999999545,SB,121.75,6150.0,207850.0,2450,1.9500000000000028,LB,-350.0,0.0,-350.0,129800,0.0,350.0,0.0,0.0,2450.0,0.0,0.0,0.0,350.0,0.0,-39500,90300
02-02: 12:23,432.1,400,111950,-500,-8.0,LC,123.25,3500.0,208600.0,750,1.5,LB,-0.0,0.0,0.0,129800,0.0,0.0,-500.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,-39500,90300
02-02: 12:26,418.15,1200,111350,-600,-13.950000000000044,LC,124.9,7050.0,213050.0,4450,1.6500000000000057,LB,-0.0,0.0,0.0,129800,0.0,0.0,-600.0,0.0,4450.0,0.0,0.0,0.0,0.0,0.0,-39500,90300
02-02: 12:29,380.0,2850,111450,100,-38.14999999999998,SB,138.3,16250.0,213700.0,650,13.400000000000006,LB,-100.0,0.0,-100.0,129700,0.0,100.0,0.0,0.0,650.0,0.0,0.0,0.0,100.0,0.0,-39400,90300
02-02: 12:32,332.6,13750,114100,2650,-47.39999999999998,SB,157.35,16650.0,199250.0,-14450,19.049999999999983,SC,-2650.0,-14450.0,-17100.0,112600,0.0,2650.0,0.0,0.0,0.0,0.0,0.0,-14450.0,2650.0,-14450.0,-36750,75850
02-02: 12:35,309.75,7100,113050,-1050,-22.850000000000023,LC,168.85,26150.0,190400.0,-8850,11.5,SC,-0.0,-8850.0,-8850.0,103750,0.0,0.0,-1050.0,0.0,0.0,0.0,0.0,-8850.0,0.0,-8850.0,-36750,67000
02-02: 12:38,321.05,7050,110850,-2200,11.300000000000011,SC,161.0,28500.0,206550.0,16150,-7.849999999999994,SB,2200.0,16150.0,18350.0,122100,0.0,0.0,0.0,-2200.0,0.0,16150.0,0.0,0.0,-2200.0,16150.0,-38950,83150
02-02: 12:41,344.0,1450,108150,-2700,22.94999999999999,SC,154.0,8700.0,211400.0,4850,-7.0,SB,2700.0,4850.0,7550.0,129650,0.0,0.0,0.0,-2700.0,0.0,4850.0,0.0,0.0,-2700.0,4850.0,-41650,88000
02-02: 12:44,351.0,7250,102050,-6100,7.0,SC,152.15,2700.0,212150.0,750,-1.8499999999999943,SB,6100.0,750.0,6850.0,136500,0.0,0.0,0.0,-6100.0,0.0,750.0,0.0,0.0,-6100.0,750.0,-47750,88750
02-02: 12:47,332.0,2550,95900,-6150,-19.0,LC,164.25,21450.0,221300.0,9150,12.099999999999994,LB,-0.0,0.0,0.0,136500,0.0,0.0,-6150.0,0.0,9150.0,0.0,0.0,0.0,0.0,0.0,-47750,88750
02-02: 12:50,324.05,3600,97650,1750,-7.949999999999989,SB,170.55,18300.0,223750.0,2450,6.300000000000011,LB,-1750.0,0.0,-1750.0,134750,0.0,1750.0,0.0,0.0,2450.0,0.0,0.0,0.0,1750.0,0.0,-46000,88750
02-02: 12:53,332.25,1000,100100,2450,8.199999999999989,LB,161.7,2700.0,229750.0,6000,-8.850000000000023,SB,0.0,6000.0,6000.0,140750,2450.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,6000.0,-46000,94750
02-02: 12:56,334.9,500,100600,500,2.6499999999999773,LB,161.1,4350.0,233250.0,3500,-0.5999999999999943,SB,0.0,3500.0,3500.0,144250,500.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,3500.0,-46000,98250
02-02: 12:59,329.0,750,100400,-200,-5.899999999999977,LC,165.0,6700.0,225600.0,-7650,3.9000000000000057,SC,-0.0,-7650.0,-7650.0,136600,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,-7650.0,0.0,-7650.0,-46000,90600
02-02: 13:02,337.65,450,100900,500,8.649999999999977,LB,157.25,3700.0,225950.0,350,-7.75,SB,0.0,350.0,350.0,136950,500.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,350.0,-46000,90950
02-02: 13:05,330.75,750,100600,-300,-6.899999999999977,LC,162.0,3000.0,230450.0,4500,4.75,LB,-0.0,0.0,0.0,136950,0.0,0.0,-300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,-46000,90950
02-02: 13:08,335.4,150,100400,-200,4.649999999999977,SC,161.8,2150.0,232600.0,2150,-0.1999999999999886,SB,200.0,2150.0,2350.0,139300,0.0,0.0,0.0,-200.0,0.0,2150.0,0.0,0.0,-200.0,2150.0,-46200,93100
02-02: 13:11,322.95,350,99900,-500,-12.449999999999989,LC,168.05,7650.0,229800.0,-2800,6.25,SC,-0.0,-2800.0,-2800.0,136500,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,-2800.0,0.0,-2800.0,-46200,90300
02-02: 13:14,311.6,3650,101150,1250,-11.349999999999966,SB,181.25,21150.0,214900.0,-14900,13.199999999999989,SC,-1250.0,-14900.0,-16150.0,120350,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,-14900.0,1250.0,-14900.0,-44950,75400
02-02: 13:17,315.5,1850,105050,3900,3.899999999999977,LB,182.0,16150.0,183400.0,-31500,0.75,SC,0.0,-31500.0,-31500.0,88850,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,-31500.0,0.0,-31500.0,-44950,43900
02-02: 13:20,310.6,2600,105550,500,-4.899999999999977,SB,182.7,9400.0,187500.0,4100,0.6999999999999886,LB,-500.0,0.0,-500.0,88350,0.0,500.0,0.0,0.0,4100.0,0.0,0.0,0.0,500.0,0.0,-44450,43900
02-02: 13:23,308.2,1500,106100,550,-2.400000000000034,SB,190.5,6850.0,189650.0,2150,7.800000000000011,LB,-550.0,0.0,-550.0,87800,0.0,550.0,0.0,0.0,2150.0,0.0,0.0,0.0,550.0,0.0,-43900,43900
02-02: 13:26,300.0,5350,106800,700,-8.199999999999989,SB,190.85,20550.0,188800.0,-850,0.3499999999999943,SC,-700.0,-850.0,-1550.0,86250,0.0,700.0,0.0,0.0,0.0,0.0,0.0,-850.0,700.0,-850.0,-43200,43050
02-02: 13:29,309.05,6850,112550,5750,9.050000000000011,LB,187.5,4150.0,188800.0,0,-3.3499999999999943,0,0.0,0.0,0.0,86250,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43200,43050
02-02: 13:30,308.0,3950,112550,0,-1.0500000000000114,0,188.8,4200.0,190700.0,1900,1.3000000000000114,LB,0.0,0.0,0.0,86250,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,-43200,43050
02-02: 13:32,298.15,2950,113300,750,-9.850000000000025,SB,197.45,6550.0,194700.0,4000,8.649999999999977,LB,-750.0,0.0,-750.0,85500,0.0,750.0,0.0,0.0,4000.0,0.0,0.0,0.0,750.0,0.0,-42450,43050
02-02: 13:35,307.95,3800,110800,-2500,9.800000000000011,SC,184.25,3000.0,192500.0,-2200,-13.199999999999989,LC,2500.0,-0.0,2500.0,88000,0.0,0.0,0.0,-2500.0,0.0,0.0,-2200.0,0.0,-2500.0,0.0,-44950,43050
02-02: 13:38,315.1,1600,108900,-1900,7.150000000000034,SC,178.05,2000.0,194700.0,2200,-6.199999999999989,SB,1900.0,2200.0,4100.0,92100,0.0,0.0,0.0,-1900.0,0.0,2200.0,0.0,0.0,-1900.0,2200.0,-46850,45250
02-02: 13:41,306.45,1100,109300,400,-8.650000000000034,SB,180.95,5350.0,197800.0,3100,2.8999999999999773,LB,-400.0,0.0,-400.0,91700,0.0,400.0,0.0,0.0,3100.0,0.0,0.0,0.0,400.0,0.0,-46450,45250
02-02: 13:44,303.9,1200,110900,1600,-2.550000000000012,SB,183.2,3500.0,196850.0,-950,2.25,SC,-1600.0,-950.0,-2550.0,89150,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,-950.0,1600.0,-950.0,-44850,44300
02-02: 13:47,309.3,1000,110900,0,5.400000000000034,0,179.0,2450.0,197650.0,800,-4.199999999999989,SB,0.0,800.0,800.0,89950,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,800.0,-44850,45100
02-02: 13:48,314.2,1500,109650,-1250,4.899999999999977,SC,176.2,1050.0,197650.0,0,-2.800000000000012,0,1250.0,0.0,1250.0,91200,0.0,0.0,0.0,-1250.0,0.0,0.0,0.0,0.0,-1250.0,0.0,-46100,45100
02-02: 13:50,302.95,3000,107850,-1800,-11.25,LC,187.0,2050.0,197350.0,-300,10.800000000000011,SC,-0.0,-300.0,-300.0,90900,0.0,0.0,-1800.0,0.0,0.0,0.0,0.0,-300.0,0.0,-300.0,-46100,44800
02-02: 13:53,315.5,300,107800,-50,12.550000000000011,SC,175.0,850.0,197350.0,0,-12.0,0,50.0,0.0,50.0,90950,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,-50.0,0.0,-46150,44800
02-02: 13:54,318.0,850,107800,0,2.5,0,172.2,2950.0,198250.0,900,-2.800000000000012,SB,0.0,900.0,900.0,91850,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,900.0,-46150,45700
02-02: 13:56,322.75,1550,107800,0,4.75,0,172.7,1800.0,199200.0,950,0.5,LB,0.0,0.0,0.0,91850,0.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,-46150,45700
02-02: 13:57,315.0,4200,104700,-3100,-7.75,LC,172.9,6750.0,199200.0,0,0.200000000000017,0,-0.0,0.0,0.0,91850,0.0,0.0,-3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46150,45700
