Datetime,close CE,volume CE,oi CE,COI CE,COP CE,Conclusion CE,close PE,volume PE,oi PE,COI PE,COP PE,Conclusion PE,Bullishness CE,Bullishness PE,Over All Bullishness,Cumulative Bullishness,LB CE,SB CE,LC CE,SC CE,LB PE,SB PE,LC PE,SC PE,Net_SB_call,Net_SB_put,Cumulative SB call,Cumulative SB put
02-02: 09:15,407.6,1400.0,50450.0,2050,106.25,LB,115.1,6750.0,61150.0,-5500,-76.9,LC,0.0,-0.0,0.0,0,2050.0,0.0,0.0,0.0,0.0,0.0,-5500.0,0.0,0.0,0.0,0,0
02-02: 09:17,421.0,1300.0,49850.0,-600,13.399999999999975,SC,111.85,6800.0,64650.0,3500,-3.25,SB,600.0,3500.0,4100.0,4100,0.0,0.0,0.0,-600.0,0.0,3500.0,0.0,0.0,-600.0,3500.0,-600,3500
02-02: 09:20,465.25,1050.0,49550.0,-300,44.25,SC,105.6,12900.0,68900.0,4250,-6.25,SB,300.0,4250.0,4550.0,8650,0.0,0.0,0.0,-300.0,0.0,4250.0,0.0,0.0,-300.0,4250.0,-900,7750
02-02: 09:23,473.2,500.0,51050.0,1500,7.949999999999989,LB,95.0,7600.0,98200.0,29300,-10.599999999999994,SB,0.0,29300.0,29300.0,37950,1500.0,0.0,0.0,0.0,0.0,29300.0,0.0,0.0,0.0,29300.0,-900,37050
02-02: 09:26,487.8,0.0,51050.0,0,14.600000000000025,0,97.3,3450.0,103250.0,5050,2.299999999999997,LB,0.0,0.0,0.0,37950,0.0,0.0,0.0,0.0,5050.0,0.0,0.0,0.0,0.0,0.0,-900,37050
02-02: 09:27,480.05,600.0,50650.0,-400,-7.75,LC,95.25,13850.0,103250.0,0,-2.049999999999997,0,-0.0,0.0,0.0,37950,0.0,0.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-900,37050
02-02: 09:29,483.0,600.0,50600.0,-50,2.9499999999999886,SC,95.65,4000.0,108550.0,5300,0.4000000000000057,LB,50.0,0.0,50.0,38000,0.0,0.0,0.0,-50.0,5300.0,0.0,0.0,0.0,-50.0,0.0,-950,37050
02-02: 09:32,490.0,900.0,51300.0,700,7.0,LB,94.95,4300.0,109600.0,1050,-0.7000000000000028,SB,0.0,1050.0,1050.0,39050,700.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,1050.0,-950,38100
02-02: 09:35,496.3,100.0,51300.0,0,6.300000000000011,0,94.2,3850.0,111950.0,2350,-0.75,SB,0.0,2350.0,2350.0,41400,0.0,0.0,0.0,0.0,0.0,2350.0,0.0,0.0,0.0,2350.0,-950,40450
02-02: 09:36,480.0,300.0,52850.0,1550,-16.30000000000001,SB,97.15,2800.0,111950.0,0,2.950000000000003,0,-1550.0,0.0,-1550.0,39850,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,0.0,600,40450
02-02: 09:38,485.2,50.0,52550.0,-300,5.199999999999989,SC,94.35,1400.0,114250.0,2300,-2.800000000000012,SB,300.0,2300.0,2600.0,42450,0.0,0.0,0.0,-300.0,0.0,2300.0,0.0,0.0,-300.0,2300.0,300,42750
02-02: 09:41,485.7,950.0,52200.0,-350,0.5,SC,94.65,4900.0,117350.0,3100,0.3000000000000113,LB,350.0,0.0,350.0,42800,0.0,0.0,0.0,-350.0,3100.0,0.0,0.0,0.0,-350.0,0.0,-50,42750
02-02: 09:44,496.25,200.0,51650.0,-550,10.550000000000011,SC,93.8,150.0,118450.0,1100,-0.8500000000000085,SB,550.0,1100.0,1650.0,44450,0.0,0.0,0.0,-550.0,0.0,1100.0,0.0,0.0,-550.0,1100.0,-600,43850
02-02: 09:47,489.25,50.0,51600.0,-50,-7.0,LC,94.0,550.0,120500.0,2050,0.2000000000000028,LB,-0.0,0.0,0.0,44450,0.0,0.0,-50.0,0.0,2050.0,0.0,0.0,0.0,0.0,0.0,-600,43850
02-02: 09:50,494.8,0.0,51600.0,0,5.550000000000011,0,92.2,4050.0,120700.0,200,-1.7999999999999972,SB,0.0,200.0,200.0,44650,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,-600,44050
02-02: 09:51,502.0,100.0,51450.0,-150,7.199999999999989,SC,92.1,5000.0,120700.0,0,-0.1000000000000085,0,150.0,0.0,150.0,44800,0.0,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,-150.0,0.0,-750,44050
