Datetime,close CE,volume CE,oi CE,COI CE,COP CE,Conclusion CE,close PE,volume PE,oi PE,COI PE,COP PE,Conclusion PE,Bullishness CE,Bullishness PE,Over All Bullishness,Cumulative Bullishness,LB CE,SB CE,LC CE,SC CE,LB PE,SB PE,LC PE,SC PE,Net_SB_call,Net_SB_put,Cumulative SB call,Cumulative SB put
02-02: 09:15,370.85,750.0,29600.0,400,99.0,LB,130.15,1350.0,12650.0,1100.0,-81.0,SB,0.0,1100.0,1100.0,1100,400.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,1100.0,0,1100
02-02: 09:17,386.05,600.0,29550.0,-50,15.199999999999989,SC,126.55,450.0,12750.0,100.0,-3.6000000000000085,SB,50.0,100.0,150.0,1250,0.0,0.0,0.0,-50.0,0.0,100.0,0.0,0.0,-50.0,100.0,-50,1200
02-02: 09:20,426.8,1500.0,27400.0,-2150,40.75,SC,118.45,2750.0,14650.0,1900.0,-8.099999999999994,SB,2150.0,1900.0,4050.0,5300,0.0,0.0,0.0,-2150.0,0.0,1900.0,0.0,0.0,-2150.0,1900.0,-2200,3100
02-02: 09:23,435.05,800.0,27300.0,-100,8.25,SC,107.5,1800.0,15550.0,900.0,-10.950000000000005,SB,100.0,900.0,1000.0,6300,0.0,0.0,0.0,-100.0,0.0,900.0,0.0,0.0,-100.0,900.0,-2300,4000
02-02: 09:26,436.95,350.0,27300.0,0,1.8999999999999773,0,109.75,2150.0,16000.0,450.0,2.25,LB,0.0,0.0,0.0,6300,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,-2300,4000
02-02: 09:29,443.0,50.0,27400.0,100,6.050000000000011,LB,107.95,250.0,18200.0,2200.0,-1.7999999999999972,SB,0.0,2200.0,2200.0,8500,100.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,2200.0,-2300,6200
02-02: 09:32,445.6,550.0,27100.0,-300,2.6000000000000227,SC,108.35,0.0,18200.0,0.0,0.3999999999999915,0,300.0,0.0,300.0,8800,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,0.0,-300.0,0.0,-2600,6200
02-02: 09:33,457.65,100.0,27100.0,0,12.049999999999956,0,107.25,100.0,18450.0,250.0,-1.0999999999999943,SB,0.0,250.0,250.0,9050,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,-2600,6450
02-02: 09:35,456.3,150.0,27100.0,0,-1.349999999999966,0,106.2,2050.0,18650.0,200.0,-1.0499999999999972,SB,0.0,200.0,200.0,9250,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,-2600,6650
02-02: 09:38,447.75,500.0,27150.0,50,-8.550000000000011,SB,108.0,100.0,18800.0,150.0,1.7999999999999972,LB,-50.0,0.0,-50.0,9200,0.0,50.0,0.0,0.0,150.0,0.0,0.0,0.0,50.0,0.0,-2550,6650
02-02: 09:41,451.45,1050.0,26900.0,-250,3.6999999999999886,SC,105.35,1400.0,20150.0,1350.0,-2.6500000000000057,SB,250.0,1350.0,1600.0,10800,0.0,0.0,0.0,-250.0,0.0,1350.0,0.0,0.0,-250.0,1350.0,-2800,8000
02-02: 09:44,458.0,400.0,26850.0,-50,6.550000000000011,SC,105.75,200.0,19450.0,-700.0,0.4000000000000057,SC,50.0,-700.0,-650.0,10150,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,-700.0,-50.0,-700.0,-2850,7300
02-02: 09:47,451.1,50.0,26850.0,0,-6.899999999999977,0,107.6,100.0,20000.0,550.0,1.8499999999999943,LB,0.0,0.0,0.0,10150,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,-2850,7300
02-02: 09:50,459.8,300.0,26800.0,-50,8.699999999999989,SC,103.8,1150.0,21200.0,1200.0,-3.799999999999997,SB,50.0,1200.0,1250.0,11400,0.0,0.0,0.0,-50.0,0.0,1200.0,0.0,0.0,-50.0,1200.0,-2900,8500
02-02: 09:53,470.0,100.0,26800.0,0,10.199999999999989,0,102.4,200.0,21550.0,350.0,-1.3999999999999917,SB,0.0,350.0,350.0,11750,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,350.0,-2900,8850
02-02: 09:56,460.0,50.0,26800.0,0,-10.0,0,102.95,850.0,21850.0,300.0,0.5499999999999972,LB,0.0,0.0,0.0,11750,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,-2900,8850
02-02: 09:59,456.55,150.0,26800.0,0,-3.4499999999999886,0,103.4,450.0,21400.0,-450.0,0.4500000000000028,SC,0.0,-450.0,-450.0,11300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.0,0.0,-450.0,-2900,8400
02-02: 10:02,466.15,1000.0,26800.0,0,9.599999999999966,0,98.65,550.0,21150.0,-250.0,-4.75,LC,0.0,-0.0,0.0,11300,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,0.0,0.0,-2900,8400
02-02: 10:05,468.4,50.0,26800.0,0,2.25,0,97.15,1450.0,21350.0,200.0,-1.5,SB,0.0,200.0,200.0,11500,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,-2900,8600
02-02: 10:08,468.4,0.0,26800.0,0,0.0,0,98.15,250.0,20850.0,-500.0,1.0,SC,0.0,-500.0,-500.0,11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,-500.0,-2900,8100
02-02: 10:11,475.6,50.0,26800.0,0,7.2000000000000455,0,98.7,2150.0,22550.0,1700.0,0.5499999999999972,LB,0.0,0.0,0.0,11000,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,-2900,8100
02-02: 10:16,469.4,100.0,27450.0,650,-6.2000000000000455,SB,100.7,0.0,22550.0,0.0,2.0,0,-650.0,0.0,-650.0,10350,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,-2250,8100
02-02: 10:18,465.0,50.0,27450.0,0,-4.399999999999977,0,101.2,150.0,22100.0,-450.0,0.5,SC,0.0,-450.0,-450.0,9900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.0,0.0,-450.0,-2250,7650
02-02: 10:20,465.0,0.0,27450.0,0,0.0,0,101.9,350.0,22250.0,150.0,0.7000000000000028,LB,0.0,0.0,0.0,9900,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,-2250,7650
02-02: 10:23,465.0,0.0,27450.0,0,0.0,0,101.0,150.0,21750.0,-500.0,-0.9000000000000057,LC,0.0,-0.0,0.0,9900,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,-2250,7650
02-02: 10:27,472.0,50.0,27450.0,0,7.0,0,98.65,50.0,22500.0,750.0,-2.3499999999999943,SB,0.0,750.0,750.0,10650,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,750.0,-2250,8400
02-02: 10:29,474.75,50.0,27450.0,0,2.75,0,98.0,450.0,22750.0,250.0,-0.6500000000000057,SB,0.0,250.0,250.0,10900,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,-2250,8650
02-02: 10:33,468.3,0.0,27450.0,0,-6.449999999999989,0,100.2,400.0,22850.0,100.0,2.200000000000003,LB,0.0,0.0,0.0,10900,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-2250,8650
