Date,Time,close CE,volume CE,oi CE,COI CE,COP CE,Conclusion CE,close PE,volume PE,oi PE,COI PE,COP PE,Conclusion PE,Bullishness CE,Bullishness PE,Over All Bullishness,Cumulative Bullishness,LB CE,SB CE,LC CE,SC CE,LB PE,SB PE,LC PE,SC PE,Net_SB_call,Net_SB_put,Cumulative SB call,Cumulative SB put
2024-02-09,09:15,261.5,57450,362200,-3750,-33.5,LC,120.15,541200,1748850,-6300,15.150000000000006,SC,-0.0,-6300.0,-6300.0,-6300,0.0,0.0,-3750.0,0.0,0.0,0.0,0.0,-6300.0,0.0,-6300.0,0,-6300
2024-02-09,09:16,255.0,57550,377200,15000,-6.5,SB,119.65,334050,1881300,132450,-0.5,SB,-15000.0,132450.0,117450.0,111150,0.0,15000.0,0.0,0.0,0.0,132450.0,0.0,0.0,15000.0,132450.0,15000,126150
2024-02-09,09:19,252.0,90700,560900,183700,-3.0,SB,123.3,321350,2074550,193250,3.649999999999992,LB,-183700.0,0.0,-183700.0,-72550,0.0,183700.0,0.0,0.0,193250.0,0.0,0.0,0.0,183700.0,0.0,198700,126150
2024-02-09,09:22,279.3,118850,608400,47500,27.30000000000001,LB,105.9,396000,2227350,152800,-17.39999999999999,SB,0.0,152800.0,152800.0,80250,47500.0,0.0,0.0,0.0,0.0,152800.0,0.0,0.0,0.0,152800.0,198700,278950
2024-02-09,09:25,278.8,65600,492700,-115700,-0.5,LC,107.5,251450,2321500,94150,1.5999999999999943,LB,-0.0,0.0,0.0,80250,0.0,0.0,-115700.0,0.0,94150.0,0.0,0.0,0.0,0.0,0.0,198700,278950
2024-02-09,09:28,296.1,168950,493150,450,17.30000000000001,LB,97.4,373900,2383500,62000,-10.099999999999994,SB,0.0,62000.0,62000.0,142250,450.0,0.0,0.0,0.0,0.0,62000.0,0.0,0.0,0.0,62000.0,198700,340950
2024-02-09,09:31,283.0,55000,540200,47050,-13.100000000000025,SB,100.7,243400,2417800,34300,3.299999999999997,LB,-47050.0,0.0,-47050.0,95200,0.0,47050.0,0.0,0.0,34300.0,0.0,0.0,0.0,47050.0,0.0,245750,340950
2024-02-09,09:34,282.45,33950,538950,-1250,-0.5500000000000114,LC,101.0,141650,2499350,81550,0.2999999999999971,LB,-0.0,0.0,0.0,95200,0.0,0.0,-1250.0,0.0,81550.0,0.0,0.0,0.0,0.0,0.0,245750,340950
2024-02-09,09:37,275.6,42150,562200,23250,-6.849999999999966,SB,105.55,213650,2563550,64200,4.549999999999997,LB,-23250.0,0.0,-23250.0,71950,0.0,23250.0,0.0,0.0,64200.0,0.0,0.0,0.0,23250.0,0.0,269000,340950
2024-02-09,09:40,270.0,96500,562950,750,-5.600000000000023,SB,112.95,520350,2623800,60250,7.400000000000006,LB,-750.0,0.0,-750.0,71200,0.0,750.0,0.0,0.0,60250.0,0.0,0.0,0.0,750.0,0.0,269750,340950
2024-02-09,09:43,277.95,23700,553350,-9600,7.949999999999989,SC,108.95,189200,2602000,-21800,-4.0,LC,9600.0,-0.0,9600.0,80800,0.0,0.0,0.0,-9600.0,0.0,0.0,-21800.0,0.0,-9600.0,0.0,260150,340950
2024-02-09,09:46,274.35,20050,559000,5650,-3.599999999999966,SB,108.0,159550,2643550,41550,-0.9500000000000028,SB,-5650.0,41550.0,35900.0,116700,0.0,5650.0,0.0,0.0,0.0,41550.0,0.0,0.0,5650.0,41550.0,265800,382500
2024-02-09,09:49,263.1,35300,561250,2250,-11.25,SB,115.9,219950,2713700,70150,7.900000000000006,LB,-2250.0,0.0,-2250.0,114450,0.0,2250.0,0.0,0.0,70150.0,0.0,0.0,0.0,2250.0,0.0,268050,382500
2024-02-09,09:52,255.0,62900,579150,17900,-8.100000000000023,SB,122.4,456400,2751400,37700,6.5,LB,-17900.0,0.0,-17900.0,96550,0.0,17900.0,0.0,0.0,37700.0,0.0,0.0,0.0,17900.0,0.0,285950,382500
2024-02-09,09:55,244.95,81150,628250,49100,-10.050000000000011,SB,131.4,478150,2798150,46750,9.0,LB,-49100.0,0.0,-49100.0,47450,0.0,49100.0,0.0,0.0,46750.0,0.0,0.0,0.0,49100.0,0.0,335050,382500
2024-02-09,09:58,242.2,62650,706750,78500,-2.75,SB,133.3,275350,2805900,7750,1.9000000000000057,LB,-78500.0,0.0,-78500.0,-31050,0.0,78500.0,0.0,0.0,7750.0,0.0,0.0,0.0,78500.0,0.0,413550,382500
2024-02-09,10:01,235.95,138400,680500,-26250,-6.25,LC,145.0,949900,2949300,143400,11.699999999999989,LB,-0.0,0.0,0.0,-31050,0.0,0.0,-26250.0,0.0,143400.0,0.0,0.0,0.0,0.0,0.0,413550,382500
2024-02-09,10:04,254.4,136700,716500,36000,18.450000000000017,LB,123.4,386150,2963200,13900,-21.599999999999994,SB,0.0,13900.0,13900.0,-17150,36000.0,0.0,0.0,0.0,0.0,13900.0,0.0,0.0,0.0,13900.0,413550,396400
2024-02-09,10:07,259.0,98300,695750,-20750,4.599999999999994,SC,117.3,206800,2941350,-21850,-6.1000000000000085,LC,20750.0,-0.0,20750.0,3600,0.0,0.0,0.0,-20750.0,0.0,0.0,-21850.0,0.0,-20750.0,0.0,392800,396400
