Datetime,close,volume,oi,COI,COP,Bulidup Conclusion Fut,LB,SB,LC,SC,Net LB,Net SB,Cumulative LB,Cumulative SB
30-10: 14:00,19200.85,292400,11321900,154050,-2.150000000001455,SB,0.0,154050.0,0.0,0.0,0.0,154050.0,2287000,4809650
30-10: 14:15,19189.05,173000,11385000,63100,-11.799999999999272,SB,0.0,63100.0,0.0,0.0,0.0,63100.0,2287000,4872750
30-10: 14:30,19209.6,112200,11418500,33500,20.549999999999272,LB,33500.0,0.0,0.0,0.0,33500.0,0.0,2320500,4872750
30-10: 14:45,19208.75,125450,11453100,34600,-0.8499999999985448,SB,0.0,34600.0,0.0,0.0,0.0,34600.0,2320500,4907350
30-10: 15:00,19221.35,235450,11434250,-18850,12.599999999998545,SC,0.0,0.0,0.0,-18850.0,0.0,-18850.0,2320500,4888500
30-10: 15:15,19234.0,305650,11404550,-29700,12.650000000001455,SC,0.0,0.0,0.0,-29700.0,0.0,-29700.0,2320500,4858800
31-10: 09:15,19214.0,827250,11071350,-333200,-20.0,LC,0.0,0.0,-333200.0,0.0,-333200.0,0.0,1987300,4858800
31-10: 09:30,19220.8,520000,11233850,162500,6.799999999999272,LB,162500.0,0.0,0.0,0.0,162500.0,0.0,2149800,4858800
31-10: 09:45,19184.0,289600,11181600,-52250,-36.79999999999927,LC,0.0,0.0,-52250.0,0.0,-52250.0,0.0,2097550,4858800
31-10: 10:00,19156.65,333400,11217200,35600,-27.349999999998545,SB,0.0,35600.0,0.0,0.0,0.0,35600.0,2097550,4894400
31-10: 10:15,19157.1,240900,11285900,68700,0.4499999999970896,LB,68700.0,0.0,0.0,0.0,68700.0,0.0,2166250,4894400
31-10: 10:30,19129.95,215750,11297450,11550,-27.149999999997817,SB,0.0,11550.0,0.0,0.0,0.0,11550.0,2166250,4905950
31-10: 10:45,19154.8,235200,11337850,40400,24.849999999998545,LB,40400.0,0.0,0.0,0.0,40400.0,0.0,2206650,4905950
31-10: 11:00,19156.0,196800,11358600,20750,1.2000000000007276,LB,20750.0,0.0,0.0,0.0,20750.0,0.0,2227400,4905950
31-10: 11:15,19170.75,133900,11361700,3100,14.75,LB,3100.0,0.0,0.0,0.0,3100.0,0.0,2230500,4905950
31-10: 11:30,19147.45,111800,11376250,14550,-23.299999999999272,SB,0.0,14550.0,0.0,0.0,0.0,14550.0,2230500,4920500
31-10: 11:45,19136.5,194850,11400550,24300,-10.950000000000728,SB,0.0,24300.0,0.0,0.0,0.0,24300.0,2230500,4944800
31-10: 12:00,19133.25,101650,11435400,34850,-3.25,SB,0.0,34850.0,0.0,0.0,0.0,34850.0,2230500,4979650
31-10: 12:15,19136.55,114450,11451600,16200,3.2999999999992724,LB,16200.0,0.0,0.0,0.0,16200.0,0.0,2246700,4979650
31-10: 12:30,19154.75,106300,11465000,13400,18.200000000000728,LB,13400.0,0.0,0.0,0.0,13400.0,0.0,2260100,4979650
31-10: 12:45,19151.75,63700,11479400,14400,-3.0,SB,0.0,14400.0,0.0,0.0,0.0,14400.0,2260100,4994050
31-10: 13:00,19160.95,90850,11477750,-1650,9.200000000000728,SC,0.0,0.0,0.0,-1650.0,0.0,-1650.0,2260100,4992400
31-10: 13:15,19171.9,138700,11484350,6600,10.950000000000728,LB,6600.0,0.0,0.0,0.0,6600.0,0.0,2266700,4992400
31-10: 13:30,19159.0,239100,11517000,32650,-12.900000000001455,SB,0.0,32650.0,0.0,0.0,0.0,32650.0,2266700,5025050
31-10: 13:45,19158.3,68000,11520950,3950,-0.7000000000007276,SB,0.0,3950.0,0.0,0.0,0.0,3950.0,2266700,5029000
31-10: 14:00,19174.2,88450,11510200,-10750,15.900000000001455,SC,0.0,0.0,0.0,-10750.0,0.0,-10750.0,2266700,5018250
31-10: 14:15,19212.3,316900,11443300,-66900,38.099999999998545,SC,0.0,0.0,0.0,-66900.0,0.0,-66900.0,2266700,4951350
31-10: 14:30,19209.75,316200,11477550,34250,-2.5499999999992724,SB,0.0,34250.0,0.0,0.0,0.0,34250.0,2266700,4985600
31-10: 14:45,19187.1,218400,11505700,28150,-22.650000000001455,SB,0.0,28150.0,0.0,0.0,0.0,28150.0,2266700,5013750
31-10: 15:00,19164.2,559300,11534100,28400,-22.899999999997817,SB,0.0,28400.0,0.0,0.0,0.0,28400.0,2266700,5042150
31-10: 15:15,19165.0,470000,11412100,-122000,0.7999999999992724,SC,0.0,0.0,0.0,-122000.0,0.0,-122000.0,2266700,4920150
01-11: 09:15,19145.0,568050,11077800,-334300,-20.0,LC,0.0,0.0,-334300.0,0.0,-334300.0,0.0,1932400,4920150
01-11: 09:30,19155.0,273400,11159350,81550,10.0,LB,81550.0,0.0,0.0,0.0,81550.0,0.0,2013950,4920150
01-11: 09:45,19112.0,343700,11203600,44250,-43.0,SB,0.0,44250.0,0.0,0.0,0.0,44250.0,2013950,4964400
01-11: 10:00,19117.6,387050,11319450,115850,5.599999999998545,LB,115850.0,0.0,0.0,0.0,115850.0,0.0,2129800,4964400
01-11: 10:15,19127.0,147300,11333050,13600,9.400000000001455,LB,13600.0,0.0,0.0,0.0,13600.0,0.0,2143400,4964400
01-11: 10:30,19126.2,119900,11375200,42150,-0.7999999999992724,SB,0.0,42150.0,0.0,0.0,0.0,42150.0,2143400,5006550
01-11: 10:45,19131.05,136500,11377700,2500,4.849999999998545,LB,2500.0,0.0,0.0,0.0,2500.0,0.0,2145900,5006550
01-11: 11:00,19118.55,61400,11385800,8100,-12.5,SB,0.0,8100.0,0.0,0.0,0.0,8100.0,2145900,5014650
01-11: 11:15,19116.0,51400,11396850,11050,-2.5499999999992724,SB,0.0,11050.0,0.0,0.0,0.0,11050.0,2145900,5025700
01-11: 11:30,19122.85,80850,11411500,14650,6.849999999998545,LB,14650.0,0.0,0.0,0.0,14650.0,0.0,2160550,5025700
01-11: 11:45,19124.3,108250,11415800,4300,1.4500000000007276,LB,4300.0,0.0,0.0,0.0,4300.0,0.0,2164850,5025700
01-11: 12:00,19130.9,39000,11411250,-4550,6.600000000002183,SC,0.0,0.0,0.0,-4550.0,0.0,-4550.0,2164850,5021150
01-11: 12:15,19136.85,97100,11401650,-9600,5.94999999999709,SC,0.0,0.0,0.0,-9600.0,0.0,-9600.0,2164850,5011550
01-11: 12:30,19110.0,142500,11400550,-1100,-26.849999999998545,LC,0.0,0.0,-1100.0,0.0,-1100.0,0.0,2163750,5011550
01-11: 12:45,19108.9,81050,11414950,14400,-1.0999999999985448,SB,0.0,14400.0,0.0,0.0,0.0,14400.0,2163750,5025950
01-11: 13:00,19070.0,364250,11439300,24350,-38.900000000001455,SB,0.0,24350.0,0.0,0.0,0.0,24350.0,2163750,5050300
01-11: 13:15,19078.0,282800,11500350,61050,8.0,LB,61050.0,0.0,0.0,0.0,61050.0,0.0,2224800,5050300
01-11: 13:30,19104.8,150650,11522000,21650,26.799999999999272,LB,21650.0,0.0,0.0,0.0,21650.0,0.0,2246450,5050300
01-11: 13:45,19081.3,216400,11534000,12000,-23.5,SB,0.0,12000.0,0.0,0.0,0.0,12000.0,2246450,5062300
01-11: 14:00,19082.0,160750,11566250,32250,0.7000000000007276,LB,32250.0,0.0,0.0,0.0,32250.0,0.0,2278700,5062300
01-11: 14:15,19078.35,70850,11570500,4250,-3.650000000001455,SB,0.0,4250.0,0.0,0.0,0.0,4250.0,2278700,5066550
01-11: 14:30,19070.75,157350,11562350,-8150,-7.599999999998545,LC,0.0,0.0,-8150.0,0.0,-8150.0,0.0,2270550,5066550
01-11: 14:45,19079.25,123900,11556400,-5950,8.5,SC,0.0,0.0,0.0,-5950.0,0.0,-5950.0,2270550,5060600
01-11: 15:00,19061.7,334550,11550200,-6200,-17.549999999999272,LC,0.0,0.0,-6200.0,0.0,-6200.0,0.0,2264350,5060600
01-11: 15:15,19054.0,491100,11537450,-12750,-7.700000000000728,LC,0.0,0.0,-12750.0,0.0,-12750.0,0.0,2251600,5060600
02-11: 09:15,19229.7,1314500,11407650,-129800,175.70000000000073,SC,0.0,0.0,0.0,-129800.0,0.0,-129800.0,2251600,4930800
02-11: 09:30,19232.35,479500,11467600,59950,2.649999999997817,LB,59950.0,0.0,0.0,0.0,59950.0,0.0,2311550,4930800
02-11: 09:45,19210.8,250750,11501900,34300,-21.549999999999272,SB,0.0,34300.0,0.0,0.0,0.0,34300.0,2311550,4965100
02-11: 10:00,19195.9,305000,11550500,48600,-14.899999999997817,SB,0.0,48600.0,0.0,0.0,0.0,48600.0,2311550,5013700
02-11: 10:15,19194.0,273700,11589450,38950,-1.9000000000014552,SB,0.0,38950.0,0.0,0.0,0.0,38950.0,2311550,5052650
02-11: 10:30,19192.5,141950,11580250,-9200,-1.5,LC,0.0,0.0,-9200.0,0.0,-9200.0,0.0,2302350,5052650
02-11: 10:45,19183.0,160600,11580100,-150,-9.5,LC,0.0,0.0,-150.0,0.0,-150.0,0.0,2302200,5052650
02-11: 11:00,19196.15,207850,11572250,-7850,13.150000000001455,SC,0.0,0.0,0.0,-7850.0,0.0,-7850.0,2302200,5044800
02-11: 11:15,19181.0,123450,11594500,22250,-15.150000000001455,SB,0.0,22250.0,0.0,0.0,0.0,22250.0,2302200,5067050
02-11: 11:30,19156.2,250550,11589800,-4700,-24.799999999999272,LC,0.0,0.0,-4700.0,0.0,-4700.0,0.0,2297500,5067050
02-11: 11:45,19151.0,342650,11618200,28400,-5.200000000000728,SB,0.0,28400.0,0.0,0.0,0.0,28400.0,2297500,5095450
02-11: 12:00,19160.7,318600,11595550,-22650,9.700000000000728,SC,0.0,0.0,0.0,-22650.0,0.0,-22650.0,2297500,5072800
02-11: 12:15,19171.6,229600,11565150,-30400,10.899999999997817,SC,0.0,0.0,0.0,-30400.0,0.0,-30400.0,2297500,5042400
02-11: 12:30,19179.0,163900,11535600,-29550,7.400000000001455,SC,0.0,0.0,0.0,-29550.0,0.0,-29550.0,2297500,5012850
02-11: 12:45,19183.95,102650,11524350,-11250,4.950000000000728,SC,0.0,0.0,0.0,-11250.0,0.0,-11250.0,2297500,5001600
02-11: 13:00,19194.0,141300,11549950,25600,10.049999999999272,LB,25600.0,0.0,0.0,0.0,25600.0,0.0,2323100,5001600
02-11: 13:15,19178.15,134700,11525450,-24500,-15.849999999998545,LC,0.0,0.0,-24500.0,0.0,-24500.0,0.0,2298600,5001600
02-11: 13:30,19192.0,99700,11528750,3300,13.849999999998545,LB,3300.0,0.0,0.0,0.0,3300.0,0.0,2301900,5001600
02-11: 13:45,19223.0,401300,11472650,-56100,31.0,SC,0.0,0.0,0.0,-56100.0,0.0,-56100.0,2301900,4945500
02-11: 14:00,19216.35,238400,11475550,2900,-6.650000000001455,SB,0.0,2900.0,0.0,0.0,0.0,2900.0,2301900,4948400
02-11: 14:15,19205.65,242400,11543600,68050,-10.69999999999709,SB,0.0,68050.0,0.0,0.0,0.0,68050.0,2301900,5016450
02-11: 14:30,19207.0,144250,11568300,24700,1.3499999999985448,LB,24700.0,0.0,0.0,0.0,24700.0,0.0,2326600,5016450
02-11: 14:45,19231.0,367600,11673450,105150,24.0,LB,105150.0,0.0,0.0,0.0,105150.0,0.0,2431750,5016450
02-11: 15:00,19228.25,387050,11750950,77500,-2.75,SB,0.0,77500.0,0.0,0.0,0.0,77500.0,2431750,5093950
02-11: 15:15,19249.3,683200,11764400,13450,21.049999999999272,LB,13450.0,0.0,0.0,0.0,13450.0,0.0,2445200,5093950
03-11: 09:15,19342.0,1085800,11736700,-27700,92.70000000000073,SC,0.0,0.0,0.0,-27700.0,0.0,-27700.0,2445200,5066250
03-11: 09:30,19344.0,353650,11812550,75850,2.0,LB,75850.0,0.0,0.0,0.0,75850.0,0.0,2521050,5066250
03-11: 09:45,19340.0,276800,11806650,-5900,-4.0,LC,0.0,0.0,-5900.0,0.0,-5900.0,0.0,2515150,5066250
03-11: 10:00,19341.1,211600,11766950,-39700,1.0999999999985448,SC,0.0,0.0,0.0,-39700.0,0.0,-39700.0,2515150,5026550
03-11: 10:15,19327.6,159650,11753550,-13400,-13.5,LC,0.0,0.0,-13400.0,0.0,-13400.0,0.0,2501750,5026550
03-11: 10:30,19323.0,157650,11709750,-43800,-4.599999999998545,LC,0.0,0.0,-43800.0,0.0,-43800.0,0.0,2457950,5026550
03-11: 10:45,19335.3,159550,11668350,-41400,12.299999999999272,SC,0.0,0.0,0.0,-41400.0,0.0,-41400.0,2457950,4985150
03-11: 11:00,19336.0,113400,11655750,-12600,0.7000000000007276,SC,0.0,0.0,0.0,-12600.0,0.0,-12600.0,2457950,4972550
03-11: 11:15,19324.0,67200,11644900,-10850,-12.0,LC,0.0,0.0,-10850.0,0.0,-10850.0,0.0,2447100,4972550
03-11: 11:30,19322.5,133300,11617550,-27350,-1.5,LC,0.0,0.0,-27350.0,0.0,-27350.0,0.0,2419750,4972550
03-11: 11:45,19311.05,113050,11602450,-15100,-11.450000000000728,LC,0.0,0.0,-15100.0,0.0,-15100.0,0.0,2404650,4972550
03-11: 12:00,19323.95,78950,11610650,8200,12.900000000001455,LB,8200.0,0.0,0.0,0.0,8200.0,0.0,2412850,4972550
03-11: 12:15,19324.0,43000,11611750,1100,0.049999999999272404,LB,1100.0,0.0,0.0,0.0,1100.0,0.0,2413950,4972550
03-11: 12:30,19332.75,95150,11622550,10800,8.75,LB,10800.0,0.0,0.0,0.0,10800.0,0.0,2424750,4972550
03-11: 12:45,19333.0,71150,11650400,27850,0.25,LB,27850.0,0.0,0.0,0.0,27850.0,0.0,2452600,4972550
03-11: 13:00,19323.85,96950,11647300,-3100,-9.150000000001455,LC,0.0,0.0,-3100.0,0.0,-3100.0,0.0,2449500,4972550
03-11: 13:15,19333.95,123050,11636750,-10550,10.100000000002183,SC,0.0,0.0,0.0,-10550.0,0.0,-10550.0,2449500,4962000
03-11: 13:30,19334.95,104650,11637800,1050,1.0,LB,1050.0,0.0,0.0,0.0,1050.0,0.0,2450550,4962000
03-11: 13:45,19325.7,74500,11599300,-38500,-9.25,LC,0.0,0.0,-38500.0,0.0,-38500.0,0.0,2412050,4962000
03-11: 14:00,19327.45,40100,11594700,-4600,1.75,SC,0.0,0.0,0.0,-4600.0,0.0,-4600.0,2412050,4957400
03-11: 14:15,19344.0,70400,11592300,-2400,16.549999999999272,SC,0.0,0.0,0.0,-2400.0,0.0,-2400.0,2412050,4955000
03-11: 14:30,19310.0,166650,11579300,-13000,-34.0,LC,0.0,0.0,-13000.0,0.0,-13000.0,0.0,2399050,4955000
03-11: 14:45,19308.15,382300,11546850,-32450,-1.8499999999985448,LC,0.0,0.0,-32450.0,0.0,-32450.0,0.0,2366600,4955000
03-11: 15:00,19302.55,238500,11481650,-65200,-5.600000000002183,LC,0.0,0.0,-65200.0,0.0,-65200.0,0.0,2301400,4955000
03-11: 15:15,19300.0,524800,11420800,-60850,-2.5499999999992724,LC,0.0,0.0,-60850.0,0.0,-60850.0,0.0,2240550,4955000
06-11: 09:15,19431.3,978800,11445600,24800,131.29999999999927,LB,24800.0,0.0,0.0,0.0,24800.0,0.0,2265350,4955000
06-11: 09:30,19427.75,264400,11543600,98000,-3.5499999999992724,SB,0.0,98000.0,0.0,0.0,0.0,98000.0,2265350,5053000
06-11: 09:45,19434.0,272650,11608900,65300,6.25,LB,65300.0,0.0,0.0,0.0,65300.0,0.0,2330650,5053000
06-11: 10:00,19439.95,170000,11647750,38850,5.950000000000728,LB,38850.0,0.0,0.0,0.0,38850.0,0.0,2369500,5053000
06-11: 10:15,19454.75,400100,11687250,39500,14.799999999999272,LB,39500.0,0.0,0.0,0.0,39500.0,0.0,2409000,5053000
06-11: 10:30,19437.4,127600,11707700,20450,-17.349999999998545,SB,0.0,20450.0,0.0,0.0,0.0,20450.0,2409000,5073450
06-11: 10:45,19425.25,108700,11717400,9700,-12.150000000001455,SB,0.0,9700.0,0.0,0.0,0.0,9700.0,2409000,5083150
06-11: 11:00,19413.85,268450,11699900,-17500,-11.400000000001455,LC,0.0,0.0,-17500.0,0.0,-17500.0,0.0,2391500,5083150
06-11: 11:15,19422.7,80900,11704400,4500,8.850000000002183,LB,4500.0,0.0,0.0,0.0,4500.0,0.0,2396000,5083150
06-11: 11:30,19430.4,70450,11695900,-8500,7.700000000000728,SC,0.0,0.0,0.0,-8500.0,0.0,-8500.0,2396000,5074650
06-11: 11:45,19426.7,97400,11698150,2250,-3.7000000000007276,SB,0.0,2250.0,0.0,0.0,0.0,2250.0,2396000,5076900
06-11: 12:00,19435.3,75150,11701450,3300,8.599999999998545,LB,3300.0,0.0,0.0,0.0,3300.0,0.0,2399300,5076900
06-11: 12:15,19434.1,78450,11719400,17950,-1.2000000000007276,SB,0.0,17950.0,0.0,0.0,0.0,17950.0,2399300,5094850
06-11: 12:30,19436.95,102850,11752350,32950,2.850000000002183,LB,32950.0,0.0,0.0,0.0,32950.0,0.0,2432250,5094850
06-11: 12:45,19436.7,60050,11703450,-48900,-0.25,LC,0.0,0.0,-48900.0,0.0,-48900.0,0.0,2383350,5094850
06-11: 13:00,19444.4,68800,11709600,6150,7.700000000000728,LB,6150.0,0.0,0.0,0.0,6150.0,0.0,2389500,5094850
06-11: 13:15,19442.25,68450,11723450,13850,-2.150000000001455,SB,0.0,13850.0,0.0,0.0,0.0,13850.0,2389500,5108700
06-11: 13:30,19452.8,139650,11709850,-13600,10.549999999999272,SC,0.0,0.0,0.0,-13600.0,0.0,-13600.0,2389500,5095100
06-11: 13:45,19443.0,74600,11709100,-750,-9.799999999999272,LC,0.0,0.0,-750.0,0.0,-750.0,0.0,2388750,5095100
06-11: 14:00,19462.0,87950,11709750,650,19.0,LB,650.0,0.0,0.0,0.0,650.0,0.0,2389400,5095100
06-11: 14:15,19477.15,443050,11664700,-45050,15.150000000001455,SC,0.0,0.0,0.0,-45050.0,0.0,-45050.0,2389400,5050050
06-11: 14:30,19478.5,143200,11701100,36400,1.3499999999985448,LB,36400.0,0.0,0.0,0.0,36400.0,0.0,2425800,5050050
06-11: 14:45,19479.6,163200,11566400,-134700,1.0999999999985448,SC,0.0,0.0,0.0,-134700.0,0.0,-134700.0,2425800,4915350
06-11: 15:00,19488.3,304300,11526300,-40100,8.700000000000728,SC,0.0,0.0,0.0,-40100.0,0.0,-40100.0,2425800,4875250
06-11: 15:15,19484.0,480100,11485650,-40650,-4.299999999999272,LC,0.0,0.0,-40650.0,0.0,-40650.0,0.0,2385150,4875250
07-11: 09:15,19458.9,757400,11212050,-273600,-25.099999999998545,LC,0.0,0.0,-273600.0,0.0,-273600.0,0.0,2111550,4875250
07-11: 09:30,19458.6,424300,11186850,-25200,-0.3000000000029104,LC,0.0,0.0,-25200.0,0.0,-25200.0,0.0,2086350,4875250
07-11: 09:45,19454.6,126200,11216150,29300,-4.0,SB,0.0,29300.0,0.0,0.0,0.0,29300.0,2086350,4904550
07-11: 10:00,19460.0,156450,11254600,38450,5.400000000001455,LB,38450.0,0.0,0.0,0.0,38450.0,0.0,2124800,4904550
07-11: 10:15,19470.0,138400,11282600,28000,10.0,LB,28000.0,0.0,0.0,0.0,28000.0,0.0,2152800,4904550
07-11: 10:30,19490.0,161550,11316950,34350,20.0,LB,34350.0,0.0,0.0,0.0,34350.0,0.0,2187150,4904550
07-11: 10:45,19469.75,83200,11336400,19450,-20.25,SB,0.0,19450.0,0.0,0.0,0.0,19450.0,2187150,4924000
07-11: 11:00,19480.15,96900,11368200,31800,10.400000000001455,LB,31800.0,0.0,0.0,0.0,31800.0,0.0,2218950,4924000
07-11: 11:15,19479.45,78650,11365450,-2750,-0.7000000000007276,LC,0.0,0.0,-2750.0,0.0,-2750.0,0.0,2216200,4924000
07-11: 11:30,19443.0,174550,11390550,25100,-36.45000000000073,SB,0.0,25100.0,0.0,0.0,0.0,25100.0,2216200,4949100
07-11: 11:45,19426.6,393950,11386750,-3800,-16.400000000001455,LC,0.0,0.0,-3800.0,0.0,-3800.0,0.0,2212400,4949100
07-11: 12:00,19434.25,108450,11415800,29050,7.650000000001455,LB,29050.0,0.0,0.0,0.0,29050.0,0.0,2241450,4949100
07-11: 12:15,19430.6,69500,11412100,-3700,-3.650000000001455,LC,0.0,0.0,-3700.0,0.0,-3700.0,0.0,2237750,4949100
07-11: 12:30,19439.25,79800,11398700,-13400,8.650000000001455,SC,0.0,0.0,0.0,-13400.0,0.0,-13400.0,2237750,4935700
07-11: 12:45,19439.65,117550,11376650,-22050,0.4000000000014552,SC,0.0,0.0,0.0,-22050.0,0.0,-22050.0,2237750,4913650
07-11: 13:00,19438.65,133650,11381500,4850,-1.0,SB,0.0,4850.0,0.0,0.0,0.0,4850.0,2237750,4918500
07-11: 13:15,19433.75,87100,11368050,-13450,-4.900000000001455,LC,0.0,0.0,-13450.0,0.0,-13450.0,0.0,2224300,4918500
07-11: 13:30,19451.8,118300,11353650,-14400,18.049999999999272,SC,0.0,0.0,0.0,-14400.0,0.0,-14400.0,2224300,4904100
07-11: 13:45,19472.6,269450,11316050,-37600,20.799999999999272,SC,0.0,0.0,0.0,-37600.0,0.0,-37600.0,2224300,4866500
07-11: 14:00,19481.0,146950,11321150,5100,8.400000000001455,LB,5100.0,0.0,0.0,0.0,5100.0,0.0,2229400,4866500
07-11: 14:15,19474.8,103400,11328150,7000,-6.200000000000728,SB,0.0,7000.0,0.0,0.0,0.0,7000.0,2229400,4873500
07-11: 14:30,19468.2,91100,11349250,21100,-6.599999999998545,SB,0.0,21100.0,0.0,0.0,0.0,21100.0,2229400,4894600
07-11: 14:45,19479.15,79950,11285600,-63650,10.950000000000728,SC,0.0,0.0,0.0,-63650.0,0.0,-63650.0,2229400,4830950
07-11: 15:00,19466.2,278750,11251250,-34350,-12.950000000000728,LC,0.0,0.0,-34350.0,0.0,-34350.0,0.0,2195050,4830950
07-11: 15:15,19480.05,448350,11134300,-116950,13.849999999998545,SC,0.0,0.0,0.0,-116950.0,0.0,-116950.0,2195050,4714000
08-11: 09:15,19503.0,451850,11116650,-17650,22.950000000000728,SC,0.0,0.0,0.0,-17650.0,0.0,-17650.0,2195050,4696350
08-11: 09:30,19499.3,279450,11067150,-49500,-3.7000000000007276,LC,0.0,0.0,-49500.0,0.0,-49500.0,0.0,2145550,4696350
08-11: 09:45,19507.5,125000,11052700,-14450,8.200000000000728,SC,0.0,0.0,0.0,-14450.0,0.0,-14450.0,2145550,4681900
08-11: 10:00,19501.0,145100,11056050,3350,-6.5,SB,0.0,3350.0,0.0,0.0,0.0,3350.0,2145550,4685250
08-11: 10:15,19495.6,87300,11061550,5500,-5.400000000001455,SB,0.0,5500.0,0.0,0.0,0.0,5500.0,2145550,4690750
08-11: 10:30,19506.1,96500,11061800,250,10.5,LB,250.0,0.0,0.0,0.0,250.0,0.0,2145800,4690750
08-11: 10:45,19501.5,47600,11054200,-7600,-4.599999999998545,LC,0.0,0.0,-7600.0,0.0,-7600.0,0.0,2138200,4690750
08-11: 11:00,19481.9,163800,11089700,35500,-19.599999999998545,SB,0.0,35500.0,0.0,0.0,0.0,35500.0,2138200,4726250
08-11: 11:15,19502.0,123250,11080900,-8800,20.099999999998545,SC,0.0,0.0,0.0,-8800.0,0.0,-8800.0,2138200,4717450
08-11: 11:30,19505.25,159100,11061700,-19200,3.25,SC,0.0,0.0,0.0,-19200.0,0.0,-19200.0,2138200,4698250
08-11: 11:45,19496.9,54150,11035700,-26000,-8.349999999998545,LC,0.0,0.0,-26000.0,0.0,-26000.0,0.0,2112200,4698250
08-11: 12:00,19503.4,25700,11029950,-5750,6.5,SC,0.0,0.0,0.0,-5750.0,0.0,-5750.0,2112200,4692500
08-11: 12:15,19496.5,41750,11026250,-3700,-6.900000000001455,LC,0.0,0.0,-3700.0,0.0,-3700.0,0.0,2108500,4692500
08-11: 12:30,19495.15,84650,11060550,34300,-1.3499999999985448,SB,0.0,34300.0,0.0,0.0,0.0,34300.0,2108500,4726800
08-11: 12:45,19496.3,91850,11045800,-14750,1.1499999999978172,SC,0.0,0.0,0.0,-14750.0,0.0,-14750.0,2108500,4712050
08-11: 13:00,19502.8,107300,11005550,-40250,6.5,SC,0.0,0.0,0.0,-40250.0,0.0,-40250.0,2108500,4671800
08-11: 13:15,19510.6,165250,10990550,-15000,7.799999999999272,SC,0.0,0.0,0.0,-15000.0,0.0,-15000.0,2108500,4656800
08-11: 13:30,19510.9,91450,10999200,8650,0.3000000000029104,LB,8650.0,0.0,0.0,0.0,8650.0,0.0,2117150,4656800
08-11: 13:45,19521.0,77400,11003300,4100,10.099999999998545,LB,4100.0,0.0,0.0,0.0,4100.0,0.0,2121250,4656800
08-11: 14:00,19497.1,127600,10998200,-5100,-23.900000000001455,LC,0.0,0.0,-5100.0,0.0,-5100.0,0.0,2116150,4656800
08-11: 14:15,19488.0,124550,11008450,10250,-9.099999999998545,SB,0.0,10250.0,0.0,0.0,0.0,10250.0,2116150,4667050
08-11: 14:30,19487.0,206950,11017700,9250,-1.0,SB,0.0,9250.0,0.0,0.0,0.0,9250.0,2116150,4676300
08-11: 14:45,19490.0,97200,11039950,22250,3.0,LB,22250.0,0.0,0.0,0.0,22250.0,0.0,2138400,4676300
08-11: 15:00,19495.95,201000,11037700,-2250,5.950000000000728,SC,0.0,0.0,0.0,-2250.0,0.0,-2250.0,2138400,4674050
08-11: 15:15,19488.0,351100,11054050,16350,-7.950000000000728,SB,0.0,16350.0,0.0,0.0,0.0,16350.0,2138400,4690400
09-11: 09:15,19509.6,343700,11005450,-48600,21.599999999998545,SC,0.0,0.0,0.0,-48600.0,0.0,-48600.0,2138400,4641800
09-11: 09:30,19500.85,141700,10996700,-8750,-8.75,LC,0.0,0.0,-8750.0,0.0,-8750.0,0.0,2129650,4641800
09-11: 09:45,19514.0,239400,10981000,-15700,13.150000000001455,SC,0.0,0.0,0.0,-15700.0,0.0,-15700.0,2129650,4626100
09-11: 10:00,19515.0,129350,10973100,-7900,1.0,SC,0.0,0.0,0.0,-7900.0,0.0,-7900.0,2129650,4618200
09-11: 10:15,19491.95,150500,10970750,-2350,-23.049999999999272,LC,0.0,0.0,-2350.0,0.0,-2350.0,0.0,2127300,4618200
09-11: 10:30,19490.0,206300,11008400,37650,-1.9500000000007276,SB,0.0,37650.0,0.0,0.0,0.0,37650.0,2127300,4655850
09-11: 10:45,19493.55,88250,11011450,3050,3.5499999999992724,LB,3050.0,0.0,0.0,0.0,3050.0,0.0,2130350,4655850
09-11: 11:00,19501.0,58300,11027000,15550,7.450000000000728,LB,15550.0,0.0,0.0,0.0,15550.0,0.0,2145900,4655850
09-11: 11:15,19512.6,101350,11047500,20500,11.599999999998545,LB,20500.0,0.0,0.0,0.0,20500.0,0.0,2166400,4655850
09-11: 11:30,19513.2,81300,11070400,22900,0.6000000000021828,LB,22900.0,0.0,0.0,0.0,22900.0,0.0,2189300,4655850
09-11: 11:45,19518.5,140800,11090000,19600,5.299999999999272,LB,19600.0,0.0,0.0,0.0,19600.0,0.0,2208900,4655850
09-11: 12:00,19519.35,194750,11208000,118000,0.8499999999985448,LB,118000.0,0.0,0.0,0.0,118000.0,0.0,2326900,4655850
09-11: 12:15,19514.55,154200,11207800,-200,-4.799999999999272,LC,0.0,0.0,-200.0,0.0,-200.0,0.0,2326700,4655850
09-11: 12:30,19508.0,94600,11233350,25550,-6.549999999999272,SB,0.0,25550.0,0.0,0.0,0.0,25550.0,2326700,4681400
09-11: 12:45,19505.8,168800,11297300,63950,-2.2000000000007276,SB,0.0,63950.0,0.0,0.0,0.0,63950.0,2326700,4745350
09-11: 13:00,19505.45,112150,11349850,52550,-0.3499999999985448,SB,0.0,52550.0,0.0,0.0,0.0,52550.0,2326700,4797900
09-11: 13:15,19507.4,53200,11345150,-4700,1.9500000000007276,SC,0.0,0.0,0.0,-4700.0,0.0,-4700.0,2326700,4793200
