Date,Time,open,high,low,close,EMA 9,Recorded EMA9,Delta,EMA 21,Recorded EMA 21,DELTA,EMA 50,Recorded EMA 50,DELTA,EMA 200,Recorded EMA 200,DELTA,,0.2
01-08-2023,11:11,332,332,332,332,332.5325425,,,333.6553294,,,340.3628927,,,348.0145903,,,,
01-08-2023,11:12,332,332,332,332,332.426034,,,333.5048451,,,340.0349335,,,347.8552452,,,,
01-08-2023,11:13,332,334.1,332,334.1,332.7608272,,,333.55895,,,339.8021891,,,347.7183805,,,,
01-08-2023,11:14,334.1,334.1,334.1,334.1,333.0286618,,,333.6081363,,,339.5785721,,,347.5828776,,,,
01-08-2023,11:15,334.1,334.1,334.1,334.1,333.2429294,,,333.6528512,,,339.3637244,,,347.4487229,,,,
01-08-2023,11:16,334.1,334.1,334.1,334.1,333.4143435,,,333.693501,,,339.1573022,,,347.3159032,,,,
01-08-2023,11:17,334.1,334.1,334.1,334.1,333.5514748,,,333.7304554,,,338.958975,,,347.1844049,,,,
01-08-2023,11:18,334.1,334.1,334.1,334.1,333.6611799,,,333.7640504,,,338.7684254,,,347.0542151,,,,
01-08-2023,11:19,334.1,334.1,334.1,334.1,333.7489439,,,333.7945912,,,338.5853485,,,346.9253206,,,,
01-08-2023,11:20,334.1,334.1,334.1,334.1,333.8191551,,,333.8223556,,,338.409451,,,346.7977087,,,,
01-08-2023,11:21,334.1,334.1,334.1,334.1,333.8753241,,,333.847596,,,338.2404516,,,346.6713665,,,,
01-08-2023,11:22,334.1,336.5,334.1,336.5,334.4002593,,,334.0887234,,,338.1721981,,,346.5701614,,,,
01-08-2023,11:23,336.5,339.35,336.5,339.35,335.3902074,,,334.5670208,,,338.2183867,,,346.4983208,,,,
01-08-2023,11:24,339.35,339.35,339.35,339.35,336.1821659,,,335.0018366,,,338.2627641,,,346.427195,,,,
01-08-2023,11:25,339.35,339.35,339.35,339.35,336.8157327,,,335.3971238,,,338.3054011,,,346.3567769,,,,
01-08-2023,11:26,339.35,339.35,339.35,339.35,337.3225862,,,335.7564758,,,338.3463661,,,346.2870595,,,,
01-08-2023,11:27,339.35,339.35,339.35,339.35,337.728069,,,336.0831595,,,338.3857246,,,346.2180357,,,,
01-08-2023,11:28,339.35,339.35,339.35,339.35,338.0524552,,,336.3801447,,,338.4235397,,,346.1496988,,,,
01-08-2023,11:29,339.35,339.35,339.35,339.35,338.3119641,,,336.6501313,,,338.4598717,,,346.0820418,,,,
01-08-2023,11:30,339.35,339.35,339.35,339.35,338.5195713,,,336.8955737,,,338.494779,,,346.015058,,,,
01-08-2023,11:31,339.35,339.35,339.35,339.35,338.685657,,,337.1187031,,,338.5283173,,,345.9487406,,,,
01-08-2023,11:32,339.35,339.35,339.35,339.35,338.8185256,,,337.3215481,,,338.5605404,,,345.8830832,,,,
01-08-2023,11:33,339.35,339.35,339.35,339.35,338.9248205,,,337.5059526,,,338.5914999,,,345.818079,,,,
01-08-2023,11:34,339.35,339.35,338.3,338.3,338.7998564,,,337.5781387,,,338.5800684,,,345.7432741,,,,
01-08-2023,11:35,338.3,338.3,338.3,338.3,338.6998851,,,337.6437624,,,338.5690853,,,345.6692135,,,,
01-08-2023,11:36,338.3,338.3,338.3,338.3,338.6199081,,,337.7034203,,,338.5585328,,,345.5958899,,,,
01-08-2023,11:37,338.3,338.3,338.3,338.3,338.5559265,,,337.7576547,,,338.5483942,,,345.5232958,,,,
01-08-2023,11:38,338.3,338.3,338.3,338.3,338.5047412,,,337.8069588,,,338.5386532,,,345.451424,,,,
01-08-2023,11:39,338.3,338.3,338.3,338.3,338.4637929,,,337.8517807,,,338.5292941,,,345.3802673,,,,
01-08-2023,11:40,338.3,338.3,338.3,338.3,338.4310344,,,337.8925279,,,338.5203021,,,345.3098186,,,,
01-08-2023,11:41,338.3,338.3,338.3,338.3,338.4048275,,,337.9295707,,,338.5116628,,,345.2400709,,,,
01-08-2023,11:42,338.3,338.3,338.3,338.3,338.383862,,,337.9632461,,,338.5033622,,,345.1710172,,,,
01-08-2023,11:43,338.3,338.3,338.3,338.3,338.3670896,,,337.9938601,,,338.4953872,,,345.1026506,,,,
01-08-2023,11:44,338.3,338.3,338.3,338.3,338.3536717,,,338.0216909,,,338.4877249,,,345.0349642,,,,
01-08-2023,11:45,338.3,350,338.3,350,340.6829373,,,339.110627,,,338.9391902,,,345.0843663,,,,
01-08-2023,11:46,350,350,350,350,342.5463499,,,340.100569,,,339.372951,,,345.1332769,,,,
01-08-2023,11:47,350,350,350,350,344.0370799,,,341.0005164,,,339.7897013,,,345.1817008,,,,
01-08-2023,11:48,350,350,342.35,342.35,343.6996639,,,341.1231966,,,339.890106,,,345.1535254,,,,
01-08-2023,11:49,342.35,342.35,342.35,342.35,343.4297311,,,341.2347241,,,339.9865732,,,345.1256303,,,,
01-08-2023,11:50,342.35,342.35,342.35,342.35,343.2137849,,,341.3361127,,,340.0792573,,,345.0980128,,,,
01-08-2023,11:51,342.35,342.35,342.35,342.35,343.0410279,,,341.4282842,,,340.1683068,,,345.07067,,,,
01-08-2023,11:52,342.35,342.35,342.35,342.35,342.9028223,,,341.5120764,,,340.2538641,,,345.0435994,,,,
01-08-2023,11:53,342.35,342.35,342.35,342.35,342.7922579,,,341.5882512,,,340.3360661,,,345.0167981,,,,
01-08-2023,11:54,342.35,342.35,340.7,340.7,342.3738063,,,341.5075012,,,340.3503382,,,344.9738459,,,,
01-08-2023,11:55,340.7,340.7,340.7,340.7,342.039045,,,341.4340921,,,340.3640505,,,344.9313212,,,,
01-08-2023,11:56,340.7,340.7,340.7,340.7,341.771236,,,341.3673565,,,340.3772251,,,344.8892195,,,,
01-08-2023,11:57,340.7,340.7,340.7,340.7,341.5569888,,,341.3066878,,,340.389883,,,344.8475368,,,,
01-08-2023,11:58,340.7,340.7,340.7,340.7,341.3855911,,,341.2515344,,,340.4020446,,,344.8062688,,,,
01-08-2023,11:59,340.7,340.7,340.7,340.7,341.2484728,,,341.201395,,,340.4137292,,,344.7654114,,,,
01-08-2023,12:00,340.7,340.7,337.3,337.3,340.4587783,,,340.8467231,,,340.2916212,,,344.6911306,,,,
01-08-2023,12:01,337.3,337.3,337.3,337.3,339.8270226,,,340.524294,,,340.1743018,,,344.6175888,,,,
01-08-2023,12:02,337.3,337.3,337.3,337.3,339.3216181,,,340.2311767,,,340.0615832,,,344.5447788,,,,
01-08-2023,12:03,337.3,337.3,337.3,337.3,338.9172945,,,339.9647063,,,339.9532849,,,344.4726933,,,,
01-08-2023,12:04,337.3,337.3,337.3,337.3,338.5938356,,,339.7224605,,,339.8492337,,,344.401325,,,,
01-08-2023,12:05,337.3,337.3,337.3,337.3,338.3350685,,,339.5022371,,,339.7492629,,,344.3306668,,,,
01-08-2023,12:06,337.3,337.3,337.3,337.3,338.1280548,,,339.3020339,,,339.6532126,,,344.2607116,,,,
01-08-2023,12:07,337.3,337.3,337.3,337.3,337.9624438,,,339.120031,,,339.5609291,,,344.1914526,,,,
01-08-2023,12:08,337.3,337.3,337.3,337.3,337.8299551,,,338.9545738,,,339.4722645,,,344.1228826,,,,
01-08-2023,12:09,337.3,337.3,337.3,337.3,337.723964,,,338.8041582,,,339.3870769,,,344.0549949,,,,
01-08-2023,12:10,337.3,337.3,337.3,337.3,337.6391712,,,338.6674166,,,339.3052301,,,343.9877827,,,,
01-08-2023,12:11,337.3,337.3,337.3,337.3,337.571337,,,338.5431062,,,339.226593,,,343.9212393,,,,
01-08-2023,12:12,337.3,337.3,337.3,337.3,337.5170696,,,338.4300966,,,339.1510398,,,343.855358,,,,
01-08-2023,12:13,337.3,337.3,337.3,337.3,337.4736557,,,338.3273607,,,339.0784494,,,343.7901322,,,,
01-08-2023,12:14,337.3,337.3,337.3,337.3,337.4389245,,,338.2339643,,,339.0087057,,,343.7255553,,,,
01-08-2023,12:15,337.3,337.3,337.3,337.3,337.4111396,,,338.1490586,,,338.9416971,,,343.6616211,,,,
01-08-2023,12:16,337.3,337.3,337.3,337.3,337.3889117,,,338.0718715,,,338.8773163,,,343.5983229,,,,
01-08-2023,12:17,337.3,337.3,337.3,337.3,337.3711294,,,338.0017014,,,338.8154603,,,343.5356546,,,,
01-08-2023,12:18,337.3,337.3,337.3,337.3,337.3569035,,,337.9379105,,,338.75603,,,343.4736099,,,,
01-08-2023,12:19,337.3,337.3,337.3,337.3,337.3455228,,,337.8799187,,,338.6989303,,,343.4121824,,,,
01-08-2023,12:20,337.3,337.3,337.3,337.3,337.3364182,,,337.8271988,,,338.6440699,,,343.3513662,,,,
01-08-2023,12:21,337.3,337.3,337.3,337.3,337.3291346,,,337.7792717,,,338.5913608,,,343.2911551,,,,
01-08-2023,12:22,337.3,337.3,337.3,337.3,337.3233077,,,337.7357016,,,338.5407188,,,343.2315431,,,,
01-08-2023,12:23,337.3,337.3,337.3,337.3,337.3186461,,,337.6960924,,,338.4920628,,,343.1725243,,,,
01-08-2023,12:24,337.3,337.3,337.3,337.3,337.3149169,,,337.660084,,,338.4453149,,,343.1140927,,,,
01-08-2023,12:25,337.3,337.3,337.3,337.3,337.3119335,,,337.6273492,,,338.4004002,,,343.0562424,,,,
01-08-2023,12:26,337.3,337.3,337.3,337.3,337.3095468,,,337.5975902,,,338.3572469,,,342.9989678,,,,
01-08-2023,12:27,337.3,337.3,337.3,337.3,337.3076375,,,337.5705366,,,338.3157859,,,342.9422631,,,,
01-08-2023,12:28,337.3,337.3,337.3,337.3,337.30611,,,337.5459423,,,338.2759508,,,342.8861226,,,,
01-08-2023,12:29,337.3,337.3,337.3,337.3,337.304888,,,337.523584,,,338.2376779,,,342.8305407,,,,
01-08-2023,12:30,337.3,337.3,337.3,337.3,337.3039104,,,337.5032582,,,338.200906,,,342.7755118,,,,
01-08-2023,12:31,337.3,337.3,337.3,337.3,337.3031283,,,337.4847802,,,338.165576,,,342.7210304,,,,
01-08-2023,12:32,337.3,337.3,337.3,337.3,337.3025026,,,337.467982,,,338.1316316,,,342.6670912,,,,
01-08-2023,12:33,337.3,337.3,337.3,337.3,337.3020021,,,337.4527109,,,338.0990183,,,342.6136886,,,,
01-08-2023,12:34,337.3,337.3,337.3,337.3,337.3016017,,,337.4388281,,,338.067684,,,342.5608174,,,,
01-08-2023,12:35,337.3,337.3,337.3,337.3,337.3012814,,,337.4262074,,,338.0375785,,,342.5084723,,,,
01-08-2023,12:36,337.3,337.3,337.3,337.3,337.3010251,,,337.414734,,,338.0086537,,,342.456648,,,,
01-08-2023,12:37,337.3,337.3,337.3,337.3,337.3008201,,,337.4043037,,,337.9808631,,,342.4053393,,,,
01-08-2023,12:38,337.3,337.3,337.3,337.3,337.3006561,,,337.3948215,,,337.9541624,,,342.3545412,,,,
01-08-2023,12:39,337.3,337.3,337.3,337.3,337.3005248,,,337.3862014,,,337.9285087,,,342.3042485,,,,
01-08-2023,12:40,337.3,337.3,337.3,337.3,337.3004199,,,337.3783649,,,337.9038611,,,342.2544563,,,,
01-08-2023,12:41,337.3,337.3,337.3,337.3,337.3003359,,,337.3712408,,,337.8801801,,,342.2051594,,,,
01-08-2023,12:42,337.3,337.3,337.3,337.3,337.3002687,,,337.3647644,,,337.8574278,,,342.1563531,,,,
01-08-2023,12:43,337.3,337.3,319.05,320.05,333.850215,,,335.7906965,,,337.1590917,,,341.9363949,,,,
01-08-2023,12:44,320.05,320.05,320.05,320.05,331.090172,,,334.3597255,,,336.4881416,,,341.7186252,,,,
01-08-2023,12:45,320.05,320.05,320.05,320.05,328.8821376,,,333.0588427,,,335.8435034,,,341.5030224,,,,
01-08-2023,12:46,320.05,320.05,320.05,320.05,327.1157101,,,331.8762218,,,335.2241454,,,341.2895648,,,,
01-08-2023,12:47,320.05,320.05,320.05,320.05,325.7025681,,,330.8011118,,,334.6290761,,,341.0782312,,,,
01-08-2023,12:48,320.05,320.05,320.05,320.05,324.5720544,,,329.823739,,,334.057343,,,340.8690003,,,,
01-08-2023,12:49,320.05,320.05,320.05,320.05,323.6676436,,,328.9352181,,,333.5080311,,,340.6618512,,,,
01-08-2023,12:50,320.05,320.05,320.05,320.05,322.9441148,,,328.1274718,,,332.9802609,,,340.4567633,,,,
01-08-2023,12:51,320.05,324.4,320.05,324.4,323.2352919,,,327.7886111,,,332.6437774,,,340.2969985,,,,
01-08-2023,12:52,324.4,324.4,324.4,324.4,323.4682335,,,327.4805559,,,332.3204894,,,340.1388234,,,,
01-08-2023,12:53,324.4,326.3,324.4,326.3,324.0345868,,,327.3732327,,,332.0843899,,,340.0011271,,,,
01-08-2023,12:54,326.3,328.8,326.3,328.8,324.9876694,,,327.5029387,,,331.9555893,,,339.8896759,,,,
01-08-2023,12:55,328.8,328.8,328.8,328.8,325.7501356,,,327.6208532,,,331.8318397,,,339.7793336,,,,
01-08-2023,12:56,328.8,328.8,328.8,328.8,326.3601084,,,327.7280483,,,331.7129431,,,339.6700892,,,,
01-08-2023,12:57,328.8,329.1,328.8,329.1,326.9080868,,,327.852771,,,331.6104739,,,339.5649168,,,,
01-08-2023,12:58,329.1,329.1,329.1,329.1,327.3464694,,,327.9661554,,,331.5120232,,,339.4607909,,,,
01-08-2023,12:59,329.1,329.1,329.1,329.1,327.6971755,,,328.0692321,,,331.4174333,,,339.357701,,,,
01-08-2023,13:00,329.1,329.1,329.1,329.1,327.9777404,,,328.1629381,,,331.3265528,,,339.2556369,,,,
01-08-2023,13:01,329.1,329.1,329.1,329.1,328.2021923,,,328.2481255,,,331.2392363,,,339.1545883,,,,
01-08-2023,13:02,329.1,329.1,329.1,329.1,328.3817539,,,328.3255686,,,331.155344,,,339.0545452,,,,
01-08-2023,13:03,329.1,329.1,329.1,329.1,328.5254031,,,328.3959713,,,331.0747416,,,338.9554975,,,,
01-08-2023,13:04,329.1,329.1,329.1,329.1,328.6403225,,,328.4599739,,,330.9973002,,,338.8574353,,,,
01-08-2023,13:05,329.1,329.1,329.1,329.1,328.732258,,,328.518158,,,330.9228956,,,338.7603488,,,,
01-08-2023,13:06,329.1,329.1,329.1,329.1,328.8058064,,,328.5710527,,,330.851409,,,338.6642283,,,,
01-08-2023,13:07,329.1,337.1,329.1,337.1,330.4646451,,,329.3464108,,,331.0964537,,,338.6486642,,,,
01-08-2023,13:08,337.1,337.1,337.1,337.1,331.7917161,,,330.0512818,,,331.3318888,,,338.633255,,,,
01-08-2023,13:09,337.1,337.1,337.1,337.1,332.8533729,,,330.6920737,,,331.558091,,,338.6179991,,,,
01-08-2023,13:10,337.1,337.1,336.15,336.15,333.5126983,,,331.1882484,,,331.7381673,,,338.5934425,,,,
01-08-2023,13:11,336.15,336.15,336.15,336.15,334.0401586,,,331.6393162,,,331.9111818,,,338.5691303,,,,
01-08-2023,13:12,336.15,336.15,336.15,336.15,334.4621269,,,332.049378,,,332.0774113,,,338.5450599,,,,
01-08-2023,13:13,336.15,336.15,336.15,336.15,334.7997015,,,332.4221614,,,332.2371219,,,338.5212291,,,,
01-08-2023,13:14,336.15,336.15,336.15,336.15,335.0697612,,,332.7610555,,,332.3905693,,,338.4976354,,,,
01-08-2023,13:15,336.15,336.15,336.15,336.15,335.285809,,,333.0691411,,,332.5379992,,,338.4742764,,,,
01-08-2023,13:16,336.15,336.15,336.15,336.15,335.4586472,,,333.3492189,,,332.6796474,,,338.4511498,,,,
01-08-2023,13:17,336.15,340.9,336.15,340.9,336.5469177,,,334.0356528,,,333.0020167,,,338.4755159,,,,
01-08-2023,13:18,340.9,340.9,340.7,340.7,337.3775342,,,334.641502,,,333.3039008,,,338.4976495,,,,
01-08-2023,13:19,340.7,340.7,340.7,340.7,338.0420274,,,335.192274,,,333.5939463,,,338.5195629,,,,
01-08-2023,13:20,340.7,340.7,340.7,340.7,338.5736219,,,335.6929758,,,333.8726173,,,338.5412583,,,,
01-08-2023,13:21,340.7,340.7,340.7,340.7,338.9988975,,,336.1481594,,,334.1403599,,,338.5627377,,,,
01-08-2023,13:22,340.7,340.8,340.7,340.8,339.359118,,,336.5710536,,,334.4015244,,,338.5849985,,,,
01-08-2023,13:23,340.8,340.8,340.8,340.8,339.6472944,,,336.9555029,,,334.652447,,,338.6070378,,,,
01-08-2023,13:24,340.8,340.8,340.8,340.8,339.8778355,,,337.3050022,,,334.8935294,,,338.6288577,,,,
01-08-2023,13:25,340.8,340.8,340.8,340.8,340.0622684,,,337.622729,,,335.1251576,,,338.6504606,,,,
01-08-2023,13:26,340.8,340.8,340.8,340.8,340.2098147,,,337.9115715,,,335.3477022,,,338.6718485,,,,
01-08-2023,13:27,340.8,340.8,340.8,340.8,340.3278518,,,338.1741557,,,335.5615195,,,338.6930236,,,,
01-08-2023,13:28,340.8,340.8,340.8,340.8,340.4222814,,,338.4128686,,,335.7669518,,,338.713988,,,,
01-08-2023,13:29,340.8,348,340.8,348,341.9378251,,,339.2844251,,,336.246683,,,338.8063839,,,,
01-08-2023,13:30,348,348,348,348,343.1502601,,,340.0767493,,,336.7076011,,,338.8978603,,,,
01-08-2023,13:31,348,348,348,348,344.1202081,,,340.7970441,,,337.1504438,,,338.9884266,,,,
01-08-2023,13:32,348,348,348,348,344.8961665,,,341.4518576,,,337.57592,,,339.0780918,,,,
01-08-2023,13:33,348,348,348,348,345.5169332,,,342.0471427,,,337.9847107,,,339.1668648,,,,
01-08-2023,13:34,348,348,348,348,346.0135465,,,342.588311,,,338.3774703,,,339.2547545,,,,
01-08-2023,13:35,348,348,348,348,346.4108372,,,343.0802822,,,338.7548274,,,339.3417697,,,,
01-08-2023,13:36,348,348,348,348,346.7286698,,,343.5275288,,,339.1173861,,,339.4279191,,,,
01-08-2023,13:37,348,348,348,348,346.9829358,,,343.9341167,,,339.4657267,,,339.5132113,,,,
01-08-2023,13:38,348,348,348,348,347.1863487,,,344.3037421,,,339.8004067,,,339.5976548,,,,
01-08-2023,13:39,348,348,348,348,347.3490789,,,344.6397652,,,340.121962,,,339.6812581,,,,
01-08-2023,13:40,348,348,348,348,347.4792631,,,344.9452408,,,340.4309071,,,339.7640296,,,,
01-08-2023,13:41,348,352.5,348,352.5,348.4834105,,,345.6320364,,,340.9042087,,,339.8907525,,,,
01-08-2023,13:42,352.5,352.5,352.5,352.5,349.2867284,,,346.2563961,,,341.3589492,,,340.0162145,,,,
01-08-2023,13:43,352.5,352.5,352.5,352.5,349.9293827,,,346.8239959,,,341.7958567,,,340.1404282,,,,
01-08-2023,13:44,352.5,352.5,352.5,352.5,350.4435062,,,347.3399958,,,342.2156304,,,340.2634059,,,,
01-08-2023,13:45,352.5,352.5,352.5,352.5,350.8548049,,,347.8090866,,,342.6189422,,,340.3851601,,,,
01-08-2023,13:46,352.5,352.5,352.5,352.5,351.183844,,,348.2355328,,,343.0064378,,,340.5057027,,,,
01-08-2023,13:47,352.5,352.5,352.5,352.5,351.4470752,,,348.6232113,,,343.3787373,,,340.625046,,,,
01-08-2023,13:48,352.5,352.5,352.5,352.5,351.6576601,,,348.9756463,,,343.7364367,,,340.7432018,,,,
01-08-2023,13:49,352.5,352.5,352.5,352.5,351.8261281,,,349.2960417,,,344.0801086,,,340.8601819,,,,
01-08-2023,13:50,352.5,359.5,352.5,359.5,353.3609025,,,350.2236734,,,344.6848151,,,341.0456481,,,,
01-08-2023,13:51,359.5,359.5,357.45,357.45,354.178722,,,350.8806115,,,345.1854146,,,341.2088714,,,,
01-08-2023,13:52,357.45,357.65,357.45,357.65,354.8729776,,,351.4960098,,,345.6742258,,,341.3724606,,,,
01-08-2023,13:53,357.65,357.65,357.65,357.65,355.4283821,,,352.0554629,,,346.1438677,,,341.5344221,,,,
01-08-2023,13:54,357.65,357.65,357.65,357.65,355.8727057,,,352.5640567,,,346.5950922,,,341.6947721,,,,
01-08-2023,13:55,357.65,357.65,357.65,357.65,356.2281645,,,353.0264147,,,347.0286215,,,341.8535267,,,,
01-08-2023,13:56,357.65,357.65,348.2,348.2,354.6225316,,,352.5876502,,,347.0745583,,,341.9166741,,,,
01-08-2023,13:57,348.2,348.2,348.2,348.2,353.3380253,,,352.1887733,,,347.1186936,,,341.9791932,,,,
01-08-2023,13:58,348.2,348.2,348.2,348.2,352.3104202,,,351.8261579,,,347.1610981,,,342.0410902,,,,
01-08-2023,13:59,348.2,348.2,348.2,348.2,351.4883362,,,351.4965075,,,347.2018397,,,342.1023713,,,,
01-08-2023,14:00,348.2,348.2,348.2,348.2,350.830669,,,351.1968253,,,347.2409835,,,342.1630427,,,,
01-08-2023,14:01,348.2,348.2,348.2,348.2,350.3045352,,,350.9243869,,,347.2785923,,,342.2231105,,,,
