INSTRUMENT,SYMBOL,EXPIRY_DT,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd
FUTSTK,ABB,29-Aug-24,7765.15,7906.35,7680.35,7885.15,7865.05,7656.85,7851.1,7885.15,1481750,-24000,4622,4520381456.25,4064
FUTSTK,ABB,26-Sep-24,7743.6,7950.75,7740.0,7939.65,7927.1,7734.4,7851.1,7939.65,28625,-125,145,142701318.75,143
FUTSTK,ABB,31-Oct-24,0.0,0.0,0.0,7774.5,0.0,7774.5,7851.1,8004.7,0,0,0,0.0,0
FUTSTK,ABBOTINDIA,29-Aug-24,28254.9,29136.0,28252.05,28779.25,28790.05,28168.65,28586.5,28779.25,144840,760,1535,885764512.0,1290
FUTSTK,ABBOTINDIA,26-Sep-24,28500.7,29300.0,28500.7,28978.35,29005.0,28412.7,28586.5,28978.35,720,280,72,41851333.0,71
FUTSTK,ABBOTINDIA,31-Oct-24,29000.0,29000.0,29000.0,29000.0,29000.0,28566.2,28586.5,29145.75,20,20,1,580000.0,1
FUTSTK,ABCAPITAL,29-Aug-24,220.21,225.75,219.35,224.69,225.55,219.97,223.43,224.69,73348200,1015200,4558,5482360746.0,4033
FUTSTK,ABCAPITAL,26-Sep-24,222.43,227.0,221.24,226.18,227.0,221.59,223.43,226.18,1452600,232200,248,300462048.0,234
FUTSTK,ABCAPITAL,31-Oct-24,223.09,228.7,223.09,227.93,228.7,221.95,223.43,227.93,37800,37800,15,18330732.0,15
FUTSTK,ABFRL,29-Aug-24,331.0,333.6,328.75,331.8,331.95,328.0,330.0,331.8,39863200,-169000,3133,2699897720.0,2598
FUTSTK,ABFRL,26-Sep-24,329.7,332.65,328.95,330.15,329.8,326.55,330.0,330.15,1588600,78000,110,94492450.0,104
FUTSTK,ABFRL,31-Oct-24,330.65,330.9,330.45,327.95,330.9,332.1,330.0,327.95,13000,13000,6,5129540.0,5
FUTSTK,ACC,29-Aug-24,2605.1,2658.0,2587.85,2634.2,2638.0,2599.15,2614.15,2634.2,4426800,87000,3405,2694104280.0,2987
FUTSTK,ACC,26-Sep-24,2604.0,2672.7,2604.0,2652.7,2659.5,2618.45,2614.15,2652.7,48900,6300,89,70840905.0,88
FUTSTK,ACC,31-Oct-24,2640.0,2640.0,2640.0,2640.0,2640.0,2629.9,2614.15,2665.3,600,600,2,1584000.0,2
FUTSTK,ADANIENT,29-Aug-24,3009.95,3132.15,3004.1,3102.95,3097.55,2994.25,3080.55,3102.95,16526700,-86700,19376,17911126440.0,15784
FUTSTK,ADANIENT,26-Sep-24,3033.0,3152.1,3029.6,3123.8,3121.3,3019.5,3080.55,3123.8,294300,-3300,765,710309565.0,648
FUTSTK,ADANIENT,31-Oct-24,3052.55,3172.35,3052.55,3142.6,3142.6,3032.3,3080.55,3142.6,13500,13500,63,59213220.0,62
FUTSTK,ADANIPORTS,29-Aug-24,1500.55,1558.9,1496.0,1552.8,1553.0,1493.9,1542.65,1552.8,26251600,-349200,21413,13159523980.0,16900
FUTSTK,ADANIPORTS,26-Sep-24,1508.95,1568.85,1508.0,1562.65,1562.75,1505.4,1542.65,1562.65,290400,8800,899,555748980.0,774
FUTSTK,ADANIPORTS,31-Oct-24,1520.15,1578.65,1520.15,1578.65,1578.65,1516.4,1542.65,1578.65,22400,22400,72,45079680.0,58
FUTSTK,ALKEM,29-Aug-24,5245.3,5349.0,5221.6,5329.0,5341.8,5214.4,5289.85,5329.0,1632600,76700,2798,1487209465.0,2516
FUTSTK,ALKEM,26-Sep-24,5261.5,5375.45,5261.5,5359.95,5375.45,5251.0,5289.85,5359.95,5400,1800,73,38990830.0,72
FUTSTK,ALKEM,31-Oct-24,0.0,0.0,0.0,5284.8,0.0,5284.8,5289.85,5393.35,0,0,0,0.0,0
FUTSTK,AMBUJACEM,29-Aug-24,679.85,696.25,679.85,691.25,690.1,681.05,686.4,691.25,31462200,401400,6204,3855030975.0,5017
FUTSTK,AMBUJACEM,26-Sep-24,687.05,700.85,687.0,696.1,695.0,686.75,686.4,696.1,266400,4500,156,97519950.0,146
FUTSTK,AMBUJACEM,31-Oct-24,696.0,703.25,696.0,700.6,700.0,689.3,686.4,700.6,5400,5400,10,6293520.0,10
FUTSTK,APOLLOHOSP,29-Aug-24,6398.1,6714.2,6398.1,6684.8,6675.0,6406.2,6664.6,6684.8,1590250,76125,5120,4232509918.75,4611
FUTSTK,APOLLOHOSP,26-Sep-24,6486.5,6754.05,6486.5,6729.25,6718.0,6446.7,6664.6,6729.25,10875,4000,156,129837618.75,152
FUTSTK,APOLLOHOSP,31-Oct-24,0.0,0.0,0.0,6512.05,0.0,6512.05,6664.6,6795.0,0,0,0,0.0,0
FUTSTK,APOLLOTYRE,29-Aug-24,545.65,554.0,532.6,549.4,549.25,540.0,550.4,549.4,13198800,2956300,10682,9867325810.0,9193
FUTSTK,APOLLOTYRE,26-Sep-24,542.2,553.35,532.5,548.8,549.0,541.15,550.4,548.8,323000,153000,523,481449435.0,490
FUTSTK,APOLLOTYRE,31-Oct-24,550.0,550.0,534.05,549.3,549.3,547.65,550.4,549.3,28900,28900,35,32191455.0,33
FUTSTK,ASHOKLEY,29-Aug-24,237.2,250.5,237.2,248.16,248.1,233.78,246.38,248.16,57850000,-9725000,20925,25721952100.0,18250
FUTSTK,ASHOKLEY,26-Sep-24,240.41,251.98,240.41,249.56,249.8,235.32,246.38,249.56,2330000,455000,920,1137829300.0,870
FUTSTK,ASHOKLEY,31-Oct-24,243.5,253.5,243.5,251.39,251.66,237.02,246.38,251.39,240000,240000,157,196895150.0,155
FUTSTK,ASIANPAINT,29-Aug-24,2910.2,2978.0,2910.2,2969.75,2970.9,2911.3,2950.15,2969.75,12172600,-241000,12710,7516284200.0,10657
FUTSTK,ASIANPAINT,26-Sep-24,2930.6,2992.0,2930.0,2984.5,2986.0,2928.55,2950.15,2984.5,215600,-2200,489,290287350.0,422
FUTSTK,ASIANPAINT,31-Oct-24,2964.0,3006.65,2964.0,3000.0,3000.0,2958.75,2950.15,3007.9,4400,4400,36,21514070.0,34
FUTSTK,ASTRAL,29-Aug-24,2210.9,2253.85,2175.45,2230.55,2230.0,2190.4,2215.6,2230.55,2915081,-35599,2080,1698529600.35,1924
FUTSTK,ASTRAL,26-Sep-24,2211.4,2258.95,2211.4,2237.3,2239.0,2199.9,2215.6,2237.3,53215,21286,134,109777737.3,130
FUTSTK,ASTRAL,31-Oct-24,0.0,0.0,0.0,2217.25,0.0,2217.25,2215.6,2258.95,0,0,0,0.0,0
FUTSTK,ATUL,29-Aug-24,7334.3,7652.0,7314.0,7583.6,7595.0,7360.25,7550.25,7583.6,901300,39500,3065,2306667070.0,2698
FUTSTK,ATUL,26-Sep-24,7397.9,7690.0,7382.95,7619.2,7614.55,7392.35,7550.25,7619.2,22700,11100,315,238121270.0,272
FUTSTK,ATUL,31-Oct-24,7565.15,7688.2,7526.1,7664.05,7670.2,7444.3,7550.25,7664.05,10500,10500,127,96190275.0,99
FUTSTK,AUBANK,29-Aug-24,615.0,646.4,615.0,644.85,645.35,631.55,650.4,644.85,22412000,-793000,16204,10321139850.0,13397
FUTSTK,AUBANK,26-Sep-24,615.0,638.35,612.4,637.3,637.35,625.4,650.4,637.3,607000,28000,610,384824650.0,530
FUTSTK,AUBANK,31-Oct-24,623.1,636.55,623.0,632.85,631.95,644.15,650.4,632.85,64000,64000,83,52346700.0,81
FUTSTK,AUROPHARMA,29-Aug-24,1364.65,1394.95,1364.65,1392.3,1392.1,1369.6,1386.2,1392.3,12532850,-85250,4124,3138133267.5,3496
FUTSTK,AUROPHARMA,26-Sep-24,1383.3,1403.0,1378.75,1399.85,1400.65,1377.85,1386.2,1399.85,136400,30800,120,91805202.5,118
FUTSTK,AUROPHARMA,31-Oct-24,0.0,0.0,0.0,1389.75,0.0,1389.75,1386.2,1413.35,0,0,0,0.0,0
FUTSTK,AXISBANK,29-Aug-24,1170.05,1187.9,1155.05,1184.45,1182.95,1181.0,1177.35,1184.45,49415625,-1295000,39838,29354800906.25,34435
FUTSTK,AXISBANK,26-Sep-24,1174.0,1195.4,1165.0,1192.5,1191.0,1189.35,1177.35,1192.5,608750,110000,1447,1074002531.25,1333
FUTSTK,AXISBANK,31-Oct-24,1180.0,1204.7,1180.0,1200.7,1198.6,1199.15,1177.35,1200.7,48125,48125,144,107632687.5,142
FUTSTK,BAJAJ-AUTO,29-Aug-24,9334.5,9562.25,9311.3,9540.0,9534.65,9325.65,9492.9,9540.0,1745250,-71850,6605,4694350406.25,5468
FUTSTK,BAJAJ-AUTO,26-Sep-24,9410.85,9610.95,9387.3,9590.2,9586.45,9389.55,9492.9,9590.2,22125,1125,204,145924230.0,176
FUTSTK,BAJAJ-AUTO,31-Oct-24,9408.3,9555.0,9408.3,9555.0,9555.0,9461.65,9492.9,9678.6,225,225,3,2127993.75,3
FUTSTK,BAJAJFINSV,29-Aug-24,1584.85,1601.75,1578.0,1596.3,1594.0,1581.65,1586.4,1596.3,12815000,404500,7518,5983607550.0,6701
FUTSTK,BAJAJFINSV,26-Sep-24,1597.15,1611.5,1591.1,1606.3,1603.7,1593.55,1586.4,1606.3,203500,33000,395,316318650.0,362
FUTSTK,BAJAJFINSV,31-Oct-24,0.0,0.0,0.0,1603.05,0.0,1603.05,1586.4,1617.45,0,0,0,0.0,0
FUTSTK,BAJFINANCE,29-Aug-24,6710.05,6854.75,6640.0,6841.25,6850.2,6682.15,6789.75,6841.25,9652375,-624250,23443,19937573293.75,20399
FUTSTK,BAJFINANCE,26-Sep-24,6689.4,6897.2,6652.0,6886.8,6892.9,6736.15,6789.75,6886.8,282125,-8375,1432,1223999893.75,1218
FUTSTK,BAJFINANCE,31-Oct-24,6839.0,6949.05,6839.0,6943.05,6949.05,6779.15,6789.75,6943.05,5000,5000,91,78628206.25,88
FUTSTK,BALKRISIND,29-Aug-24,3180.9,3305.05,3162.75,3292.95,3293.0,3176.95,3280.1,3292.95,1998900,-81300,3200,3124559445.0,2743
FUTSTK,BALKRISIND,26-Sep-24,3207.85,3320.95,3206.5,3311.55,3317.0,3198.35,3280.1,3311.55,31800,14400,115,112788780.0,115
FUTSTK,BALKRISIND,31-Oct-24,0.0,0.0,0.0,3223.45,0.0,3223.45,3280.1,3344.3,0,0,0,0.0,0
FUTSTK,BALRAMCHIN,29-Aug-24,452.75,468.3,450.0,464.4,463.4,450.7,461.3,464.4,7313600,267200,2789,2058838960.0,2303
FUTSTK,BALRAMCHIN,26-Sep-24,456.85,471.75,453.75,468.0,467.75,454.45,461.3,468.0,166400,35200,87,64602880.0,86
FUTSTK,BALRAMCHIN,31-Oct-24,457.2,467.7,457.2,467.7,467.7,456.15,461.3,467.7,0,0,2,1479840.0,2
FUTSTK,BANDHANBNK,29-Aug-24,186.67,193.25,185.07,192.67,192.85,185.93,192.5,192.67,107564800,6792800,16590,8801172016.0,13734
FUTSTK,BANDHANBNK,26-Sep-24,189.2,194.35,185.62,193.63,194.0,187.15,192.5,193.63,3253600,78400,1021,543697252.0,937
FUTSTK,BANDHANBNK,31-Oct-24,189.39,195.51,188.62,195.15,195.51,189.5,192.5,195.15,95200,95200,62,33274276.0,60
FUTSTK,BANKBARODA,29-Aug-24,247.75,252.4,245.25,251.5,251.55,247.35,249.7,251.5,172443375,3112200,13938,10147879316.25,11846
FUTSTK,BANKBARODA,26-Sep-24,250.25,254.2,247.1,253.2,253.3,249.1,249.7,253.2,3621150,391950,679,496986457.5,602
FUTSTK,BANKBARODA,31-Oct-24,251.0,255.6,249.0,255.2,255.0,250.2,249.7,255.2,38025,38025,29,21465405.0,29
FUTSTK,BATAINDIA,29-Aug-24,1587.1,1598.15,1583.8,1593.3,1597.0,1589.5,1608.35,1593.3,3090750,-64875,1900,1133834081.25,1742
FUTSTK,BATAINDIA,26-Sep-24,1600.55,1606.1,1595.05,1603.25,1605.9,1601.45,1608.35,1603.25,86625,5250,60,36007743.75,60
FUTSTK,BATAINDIA,31-Oct-24,1603.8,1613.3,1603.8,1613.3,1613.3,1629.15,1608.35,1613.3,750,750,3,1809787.5,3
FUTSTK,BEL,29-Aug-24,303.0,310.9,303.0,310.5,310.8,302.35,309.9,310.5,144420900,-1140000,17053,14984016075.0,14356
FUTSTK,BEL,26-Sep-24,306.0,313.0,305.2,312.7,312.95,304.75,309.9,312.7,6905550,94050,1146,1014093555.0,1089
FUTSTK,BEL,31-Oct-24,308.95,315.15,308.0,315.0,315.15,307.45,309.9,315.0,182400,182400,129,114987667.5,123
FUTSTK,BERGEPAINT,29-Aug-24,530.45,544.3,530.45,542.95,541.45,529.5,542.4,542.95,14587320,157080,2229,1589380650.0,2025
FUTSTK,BERGEPAINT,26-Sep-24,532.5,544.4,532.5,542.6,542.5,530.6,542.4,542.6,311520,9240,102,72746256.0,97
FUTSTK,BERGEPAINT,31-Oct-24,538.0,544.75,538.0,544.15,544.3,540.8,542.4,544.15,19800,19800,16,11485980.0,16
FUTSTK,BHARATFORG,29-Aug-24,1624.8,1707.05,1610.7,1700.15,1702.0,1601.6,1684.95,1700.15,7456500,-528000,10569,8861600375.0,9080
FUTSTK,BHARATFORG,26-Sep-24,1641.65,1716.0,1640.95,1709.1,1710.0,1616.25,1684.95,1709.1,111000,30500,327,275563275.0,311
FUTSTK,BHARATFORG,31-Oct-24,0.0,0.0,0.0,1623.9,0.0,1623.9,1684.95,1717.95,0,0,0,0.0,0
FUTSTK,BHARTIARTL,29-Aug-24,1450.2,1519.8,1449.5,1512.55,1509.0,1449.55,1514.45,1512.55,40330825,-351500,32115,22825606680.0,27282
FUTSTK,BHARTIARTL,26-Sep-24,1463.65,1528.3,1463.65,1521.95,1518.0,1458.95,1514.45,1521.95,270750,89775,920,657554968.75,810
FUTSTK,BHARTIARTL,31-Oct-24,1485.75,1538.0,1485.75,1530.45,1529.0,1477.8,1514.45,1530.45,9025,9025,37,26693907.5,35
FUTSTK,BHEL,29-Aug-24,314.25,319.75,311.8,318.9,318.85,313.2,317.3,318.9,69538875,-905625,11308,9398783100.0,9439
FUTSTK,BHEL,26-Sep-24,316.1,321.8,314.65,321.1,321.0,315.7,317.3,321.1,2365125,-181125,584,489027525.0,496
FUTSTK,BHEL,31-Oct-24,318.2,323.8,318.2,323.2,323.0,317.75,317.3,323.2,86625,86625,49,41364356.25,48
FUTSTK,BIOCON,29-Aug-24,366.8,379.4,365.2,371.15,371.4,364.35,368.5,371.15,46472500,1192500,10364,9642226375.0,8698
FUTSTK,BIOCON,26-Sep-24,371.9,381.8,369.2,373.7,374.15,367.15,368.5,373.7,1257500,195000,552,516327125.0,501
FUTSTK,BIOCON,31-Oct-24,372.05,382.0,372.0,376.3,377.2,369.0,368.5,376.3,55000,55000,29,27235625.0,28
FUTSTK,BOSCHLTD,29-Aug-24,34450.0,34825.8,34355.0,34700.45,34700.0,34440.8,34916.45,34700.45,294150,-350,1475,1277885017.5,1275
FUTSTK,BOSCHLTD,26-Sep-24,34243.7,34444.0,34083.6,34422.1,34433.3,33802.05,34916.45,34422.1,3175,25,38,32605685.0,36
FUTSTK,BOSCHLTD,31-Oct-24,0.0,0.0,0.0,35437.95,0.0,35437.95,34916.45,35599.5,0,0,0,0.0,0
FUTSTK,BPCL,29-Aug-24,330.05,331.1,324.7,330.15,330.1,328.65,328.8,330.15,72819000,1274400,14312,8449650720.0,12154
FUTSTK,BPCL,26-Sep-24,332.65,333.6,327.5,332.25,332.5,330.95,328.8,332.25,786600,-12600,445,264637170.0,421
FUTSTK,BPCL,31-Oct-24,333.5,334.95,329.65,334.75,334.85,332.6,328.8,334.75,39600,39600,43,25742340.0,43
FUTSTK,BRITANNIA,29-Aug-24,5790.35,5848.6,5779.0,5836.95,5832.05,5803.45,5872.8,5836.95,2414400,-19800,1795,2086518230.0,1643
FUTSTK,BRITANNIA,26-Sep-24,5833.15,5880.0,5821.25,5874.85,5878.1,5845.1,5872.8,5874.85,28400,3400,92,107630900.0,92
FUTSTK,BRITANNIA,31-Oct-24,0.0,0.0,0.0,5944.85,0.0,5944.85,5872.8,5987.7,0,0,0,0.0,0
FUTSTK,BSOFT,29-Aug-24,715.0,733.95,711.05,731.8,732.1,711.35,727.85,731.8,9822000,-287000,5446,3961650400.0,4551
FUTSTK,BSOFT,26-Sep-24,721.4,738.25,717.05,736.5,737.0,716.3,727.85,736.5,270000,13000,193,141376500.0,190
FUTSTK,BSOFT,31-Oct-24,736.0,741.0,733.75,740.0,739.95,720.45,727.85,740.0,3000,3000,11,8123900.0,11
FUTSTK,CANBK,29-Aug-24,112.44,115.24,111.75,114.71,114.75,112.71,113.86,114.71,279963000,8025750,17234,13186711710.0,14322
FUTSTK,CANBK,26-Sep-24,113.21,115.99,112.6,115.51,115.4,113.56,113.86,115.51,5440500,297000,624,480318997.5,605
FUTSTK,CANBK,31-Oct-24,114.28,116.45,113.45,116.34,116.2,114.1,113.86,116.34,148500,148500,46,35670577.5,46
FUTSTK,CANFINHOME,29-Aug-24,834.4,869.0,832.9,862.75,862.6,833.45,856.9,862.75,5287425,-242775,2127,1780269318.75,1923
FUTSTK,CANFINHOME,26-Sep-24,840.35,867.95,840.35,862.15,860.85,838.05,856.9,862.15,105300,-21450,156,130571463.75,134
FUTSTK,CANFINHOME,31-Oct-24,844.2,844.2,844.2,844.2,844.2,844.2,856.9,873.7,975,975,1,823095.0,1
FUTSTK,CHAMBLFERT,29-Aug-24,490.05,500.65,490.0,496.3,498.95,488.25,495.45,496.3,9703300,454100,1968,1855349430.0,1775
FUTSTK,CHAMBLFERT,26-Sep-24,496.7,502.05,491.55,497.95,499.0,490.85,495.45,497.95,290700,43700,77,72871555.0,75
FUTSTK,CHAMBLFERT,31-Oct-24,0.0,0.0,0.0,497.15,0.0,497.15,495.45,505.15,0,0,0,0.0,0
FUTSTK,CHOLAFIN,29-Aug-24,1365.05,1447.9,1365.05,1418.1,1421.15,1369.55,1410.95,1418.1,8593750,615000,13046,11567145031.25,11147
FUTSTK,CHOLAFIN,26-Sep-24,1375.0,1453.3,1375.0,1425.9,1432.35,1379.0,1410.95,1425.9,66250,41875,274,244216000.0,265
FUTSTK,CHOLAFIN,31-Oct-24,1442.0,1451.5,1431.9,1440.0,1440.0,1390.6,1410.95,1440.0,4375,4375,9,8110062.5,9
FUTSTK,CIPLA,29-Aug-24,1502.4,1598.65,1499.5,1572.95,1584.0,1497.7,1575.1,1572.95,10898550,638300,16542,16732033565.0,14330
FUTSTK,CIPLA,26-Sep-24,1511.5,1607.35,1511.4,1585.45,1594.8,1507.6,1575.1,1585.45,117000,54600,422,429521787.5,405
FUTSTK,CIPLA,31-Oct-24,1528.8,1615.3,1528.8,1604.85,1598.0,1529.7,1575.1,1604.85,3250,3250,18,18726890.0,18
FUTSTK,COALINDIA,29-Aug-24,497.8,509.6,496.6,507.95,507.65,493.7,509.85,507.95,54950700,2864400,12056,12792890145.0,10608
FUTSTK,COALINDIA,26-Sep-24,500.4,512.65,500.3,510.9,510.3,497.35,509.85,510.9,915600,172200,527,562286970.0,487
FUTSTK,COALINDIA,31-Oct-24,506.7,514.8,506.7,513.5,513.0,503.8,509.85,513.5,23100,23100,24,25822545.0,24
FUTSTK,COFORGE,29-Aug-24,6347.95,6400.0,6322.05,6355.15,6368.0,6316.95,6343.7,6355.15,1898250,-58500,3419,3264899835.0,3044
FUTSTK,COFORGE,26-Sep-24,6321.0,6370.0,6284.1,6322.25,6332.5,6285.95,6343.7,6322.25,25350,-450,105,99744720.0,104
FUTSTK,COFORGE,31-Oct-24,6319.25,6370.0,6302.95,6319.15,6320.9,6446.65,6343.7,6319.15,5100,5100,39,37059892.5,35
FUTSTK,COLPAL,29-Aug-24,3160.1,3208.95,3142.7,3171.9,3162.45,3171.1,3165.2,3171.9,3387300,11900,2689,2992206122.5,2113
FUTSTK,COLPAL,26-Sep-24,3175.75,3222.6,3174.95,3191.7,3184.2,3190.75,3165.2,3191.7,12950,2450,25,27944560.0,25
FUTSTK,COLPAL,31-Oct-24,0.0,0.0,0.0,3214.8,0.0,3214.8,3165.2,3227.15,0,0,0,0.0,0
FUTSTK,CONCOR,29-Aug-24,1021.75,1047.7,1020.25,1044.25,1044.05,1020.2,1039.95,1044.25,19852000,-49000,7062,7327690650.0,5912
FUTSTK,CONCOR,26-Sep-24,1028.15,1053.5,1028.15,1049.85,1050.0,1026.1,1039.95,1049.85,441000,26000,213,222258850.0,208
FUTSTK,CONCOR,31-Oct-24,1046.7,1056.95,1046.7,1056.25,1056.95,1035.0,1039.95,1056.25,7000,7000,9,9475050.0,8
FUTSTK,COROMANDEL,29-Aug-24,1591.4,1621.95,1591.1,1614.1,1618.0,1594.95,1624.7,1614.1,3464300,-1400,988,1113575855.0,931
FUTSTK,COROMANDEL,26-Sep-24,1588.7,1613.15,1574.4,1593.45,1590.0,1560.0,1624.7,1593.45,55300,12600,72,80219300.0,72
FUTSTK,COROMANDEL,31-Oct-24,0.0,0.0,0.0,1658.8,0.0,1658.8,1624.7,1656.5,0,0,0,0.0,0
FUTSTK,CROMPTON,29-Aug-24,453.75,454.05,436.55,444.35,445.1,448.4,442.9,444.35,22523400,-131400,9181,7327923840.0,7600
FUTSTK,CROMPTON,26-Sep-24,452.75,453.0,440.0,447.65,449.1,451.05,442.9,447.65,151200,41400,198,158987610.0,186
FUTSTK,CROMPTON,31-Oct-24,451.0,452.1,450.0,450.45,450.55,455.95,442.9,450.45,12600,12600,9,7312950.0,7
FUTSTK,CUB,29-Aug-24,158.63,160.0,151.99,159.57,159.75,158.93,159.81,159.57,27435000,565000,3708,2908288300.0,2966
FUTSTK,CUB,26-Sep-24,158.72,160.91,153.06,160.58,160.91,160.35,159.81,160.58,770000,160000,176,138998450.0,173
FUTSTK,CUB,31-Oct-24,159.23,161.82,157.5,161.82,161.82,162.2,159.81,161.82,25000,25000,7,5602400.0,7
FUTSTK,CUMMINSIND,29-Aug-24,3639.8,3761.9,3638.65,3737.45,3720.55,3638.6,3718.1,3737.45,5231400,-69000,4572,5101721415.0,4089
FUTSTK,CUMMINSIND,26-Sep-24,3683.05,3769.0,3679.0,3752.85,3738.0,3659.25,3718.1,3752.85,47700,2100,124,139020315.0,120
FUTSTK,CUMMINSIND,31-Oct-24,0.0,0.0,0.0,3682.1,0.0,3682.1,3718.1,3790.85,0,0,0,0.0,0
FUTSTK,DABUR,29-Aug-24,639.95,639.95,628.35,635.1,635.45,634.9,632.45,635.1,14868750,78750,2306,1826853687.5,2011
FUTSTK,DABUR,26-Sep-24,639.75,641.95,633.55,639.35,639.7,640.65,632.45,639.35,136250,17500,72,57426187.5,70
FUTSTK,DABUR,31-Oct-24,0.0,0.0,0.0,643.7,0.0,643.7,632.45,644.85,0,0,0,0.0,0
FUTSTK,DALBHARAT,29-Aug-24,1797.65,1848.0,1787.35,1825.95,1828.05,1780.4,1812.2,1825.95,4048275,-92675,4673,2345075686.25,3863
FUTSTK,DALBHARAT,26-Sep-24,1809.55,1856.9,1798.25,1837.05,1841.05,1793.4,1812.2,1837.05,69850,-7425,205,103174046.25,177
FUTSTK,DALBHARAT,31-Oct-24,1845.8,1847.0,1845.8,1847.0,1847.0,1806.6,1812.2,1847.65,1100,1100,4,2030943.75,4
FUTSTK,DEEPAKNTR,29-Aug-24,2936.85,2972.4,2897.95,2918.8,2924.95,2939.2,2919.9,2918.8,1665300,-57900,2727,2403730905.0,2362
FUTSTK,DEEPAKNTR,26-Sep-24,2957.4,2971.0,2900.95,2920.75,2922.0,2939.65,2919.9,2920.75,47100,11400,214,189292965.0,193
FUTSTK,DEEPAKNTR,31-Oct-24,2966.1,2975.0,2918.65,2931.15,2931.15,3011.55,2919.9,2931.15,21000,21000,81,72081480.0,44
FUTSTK,DIVISLAB,29-Aug-24,4550.15,4797.7,4550.15,4780.05,4781.65,4549.9,4790.65,4780.05,2165400,-154000,9387,8852852740.0,8249
FUTSTK,DIVISLAB,26-Sep-24,4597.15,4826.05,4593.75,4808.15,4819.75,4582.0,4790.65,4808.15,51200,23200,457,434473240.0,446
FUTSTK,DIVISLAB,31-Oct-24,4675.0,4857.7,4675.0,4843.35,4846.95,4636.9,4790.65,4843.35,4000,4000,21,20292740.0,20
FUTSTK,DIXON,29-Aug-24,11049.85,11393.7,10967.35,11357.35,11337.4,10988.85,11272.65,11357.35,1861400,13900,7197,8086734665.0,6177
FUTSTK,DIXON,26-Sep-24,11100.0,11462.3,11100.0,11414.45,11407.95,11099.35,11272.65,11414.45,47100,3800,337,380684660.0,287
